runNumber,trialNumber,probRange,outputRange,trialStartTime,presentedProb_1,presentedProb_2,certaintyEquivalent,responseTime,invalidResponses,answer,riskyValue,lotteryExpectedValue,probabilitySequence_1,probabilitySequence_2,trialTimings,lotteryStartTimings,lotteryEndTimings,scaleStartTimings,scaleEndTimings,responseStartTimings,responseEndTimings,noiseType
4,1,00to050,00to100,0.0242655049951281,008,100,5,9.00000076199649,NaN,yes,43,3.44,008,100,0,1,10,1,10,1,10,lowNoise
4,2,00to050,00to100,10.0299064390128,014,100,12.3,9.00000045500929,NaN,yes,43,6.02,014,100,10,11,20,11,20,11,20,lowNoise
4,3,00to050,00to100,20.0350100999931,037,100,15.4,9.00000070899841,NaN,yes,43,15.91,037,100,20,21,30,21,30,21,30,lowNoise
4,4,00to050,00to100,30.0238356880145,039,100,18.7,9.00000068699592,NaN,yes,43,16.77,039,100,30,31,40,31,40,31,40,lowNoise
4,5,00to050,00to100,40.0295805539936,016,100,8.7,9.00000091499533,NaN,yes,43,6.88,016,100,40,41,50,41,50,41,50,lowNoise
4,6,00to050,00to100,50.0364113030082,015,100,7.6,9.00000106400694,NaN,yes,43,6.45,015,100,50,51,60,51,60,51,60,lowNoise
4,7,00to050,00to100,60.0245055739942,036,100,17.7,9.00000093900599,NaN,yes,43,15.48,036,100,60,61,70,61,70,61,70,lowNoise
4,8,00to050,00to100,70.0297765790019,029,100,13.9,9.0000020340085,NaN,yes,43,12.47,029,100,70,71,80,71,80,71,80,lowNoise
4,9,00to050,00to100,80.0349976219877,038,100,NaN,9.00007522798842,188.9,invalid answers,43,16.34,038,100,80,81,90,81,90,81,90,lowNoise
4,10,00to050,00to100,90.0238549319911,022,100,NaN,9.00035217599361,NaN,no answer,43,9.46,022,100,90,91,100,91,100,91,100,lowNoise
4,11,00to050,00to100,100.029475109011,006,100,2.3,9.00000148799154,NaN,yes,43,2.58,006,100,100,101,110,101,110,101,110,lowNoise
4,12,00to050,00to100,110.035886808997,045,100,21.1,9.00000101499609,NaN,yes,43,19.35,045,100,110,111,120,111,120,111,120,lowNoise
4,13,00to050,00to100,120.024221222004,019,100,9.4,9.00000137300231,NaN,yes,43,8.17,019,100,120,121,130,121,130,121,130,lowNoise
4,14,00to050,00to100,130.031415534002,043,100,19.1,9.00000179500785,NaN,yes,43,18.49,043,100,130,131,140,131,140,131,140,lowNoise
4,15,00to050,00to100,140.034798500012,007,100,4.5,9.00000154098962,NaN,yes,43,3.01,007,100,140,141,150,141,150,141,150,lowNoise
4,16,00to050,00to100,150.023692537012,046,100,21.2,9.00000163100776,NaN,yes,43,19.78,046,100,150,151,160,151,160,151,160,lowNoise
4,17,00to050,00to100,160.034179158014,013,100,6.3,9.00000013699173,NaN,yes,43,5.59,013,100,160,161,170,161,170,161,170,lowNoise
4,18,00to050,00to100,170.036842275003,003,100,2.3,9.00000075699063,NaN,yes,43,1.29,003,100,170,171,180,171,180,171,180,lowNoise
4,19,00to050,00to100,180.023662527994,018,100,7.4,9.00000122201163,NaN,yes,43,7.74,018,100,180,181,190,181,190,181,190,lowNoise
4,20,00to050,00to100,190.029165087995,044,100,18.9,9.00000020599691,NaN,yes,43,18.92,044,100,190,191,200,191,200,191,200,lowNoise
4,21,00to050,00to100,200.034715952002,028,100,11.9,9.00000075699063,NaN,yes,43,12.04,028,100,200,201,210,201,210,201,210,lowNoise
4,22,00to050,00to100,210.040541763999,040,100,17.9,9.00000163799268,NaN,yes,43,17.2,040,100,210,211,220,211,220,211,220,lowNoise
4,23,00to050,00to100,220.031516527,035,100,18.2,9.00000028801151,NaN,yes,43,15.05,035,100,220,221,230,221,230,221,230,lowNoise
4,24,00to050,00to100,230.034755406989,004,100,2.1,9.00000011100201,NaN,yes,43,1.72,004,100,230,231,240,231,240,231,240,lowNoise
4,25,00to050,00to100,240.023522603005,011,100,4.6,9.00000017101411,NaN,yes,43,4.73,011,100,240,241,250,241,250,241,250,lowNoise
4,26,00to050,00to100,250.030508118012,017,100,7.1,9.00000137899769,NaN,yes,43,7.31,017,100,250,251,260,251,260,251,260,lowNoise
4,27,00to050,00to100,260.037680918991,001,100,0.5,9.00000088801607,NaN,yes,43,0.43,001,100,260,261,270,261,270,261,270,lowNoise
4,28,00to050,00to100,270.023668651993,023,100,10.4,9.0000016700069,NaN,yes,43,9.89,023,100,270,271,280,271,280,271,280,lowNoise
4,29,00to050,00to100,280.033114863007,032,100,NaN,9.00026576701202,NaN,no answer,43,13.76,032,100,280,281,290,281,290,281,290,lowNoise
4,30,00to050,00to100,290.101304573007,034,100,14.8,9.00000023000757,NaN,yes,43,14.62,034,100,290,291,300,291,300,291,300,lowNoise
4,31,00to050,00to100,300.023543215997,026,100,12.6,9.00000099799945,NaN,yes,43,11.18,026,100,300,301,310,301,310,301,310,lowNoise
4,32,00to050,00to100,310.029067299009,002,100,0.7,9.00000128601096,NaN,yes,43,0.86,002,100,310,311,320,311,320,311,320,lowNoise
4,33,00to050,00to100,320.036507959012,050,100,23,9.00000165001256,NaN,yes,43,21.5,050,100,320,321,330,321,330,321,330,lowNoise
4,34,00to050,00to100,330.028182562004,020,100,8.7,9.00000098301098,NaN,yes,43,8.6,020,100,330,331,340,331,340,331,340,lowNoise
4,35,00to050,00to100,340.030711353,049,100,22.4,9.00000105501385,NaN,yes,43,21.07,049,100,340,341,350,341,350,341,350,lowNoise
