runNumber,trialNumber,probRange,outputRange,trialStartTime,presentedProb_1,presentedProb_2,certaintyEquivalent,responseTime,invalidResponses,answer,riskyValue,lotteryExpectedValue,probabilitySequence_1,probabilitySequence_2,trialTimings,lotteryStartTimings,lotteryEndTimings,scaleStartTimings,scaleEndTimings,responseStartTimings,responseEndTimings,noiseType
1,12,00to050,00to100,110.036274090991,0419,4706,10,9.00000137399184,NaN,yes,43,3.82851678708032,0419,4706,110,111,120,111,120,111,120,highNoise
1,13,00to050,00to100,120.157553839003,0501,7119,NaN,9.00003370200284,NaN,no answer,43,3.02612726506532,0501,7119,120,121,130,121,130,121,130,highNoise
1,14,00to050,00to100,130.029886878998,0779,5961,7,9.00000076199649,NaN,yes,43,5.61935916792484,0779,5961,130,131,140,131,140,131,140,highNoise
1,15,00to050,00to100,140.036191699008,0876,6250,NaN,9.00019187299768,NaN,no answer,43,6.02688,0876,6250,140,141,150,141,150,141,150,highNoise
1,16,00to050,00to100,150.040633657016,0738,2958,14,9.00000037500286,NaN,yes,43,10.7281947261663,0738,2958,150,151,160,151,160,151,160,highNoise
1,17,00to050,00to100,160.029490382003,1975,8982,10,9.00000052701216,NaN,yes,43,9.45502115341795,1975,8982,160,161,170,161,170,161,170,highNoise
1,18,00to050,00to100,170.035056007997,1584,4405,9,9.00000009901123,NaN,yes,43,15.4624290578888,1584,4405,170,171,180,171,180,171,180,highNoise
1,19,00to050,00to100,180.02410129999,2744,8593,NaN,9.00014558201656,NaN,no answer,43,13.7311765390434,2744,8593,180,181,190,181,190,181,190,highNoise
1,20,00to050,00to100,190.029440154991,1025,3780,16,9.0000009300129,NaN,yes,43,11.6600529100529,1025,3780,190,191,200,191,200,191,200,highNoise
1,21,00to050,00to100,200.034970797016,2225,5292,20,9.0000003509922,NaN,yes,43,18.0791761148904,2225,5292,200,201,210,201,210,201,210,highNoise
1,22,00to050,00to100,210.040775652014,2111,7534,10,9.00000099101453,NaN,yes,43,12.0484470400849,2111,7534,210,211,220,211,220,211,220,highNoise
1,23,00to050,00to100,220.031501990015,0640,6424,5,9.00000195699977,NaN,yes,43,4.28393524283935,0640,6424,220,221,230,221,230,221,230,highNoise
1,24,00to050,00to100,230.036160295014,2718,7340,10,9.00000005500624,NaN,yes,43,15.9228882833787,2718,7340,230,231,240,231,240,231,240,highNoise
1,25,00to050,00to100,240.045875554002,0220,3661,3,9.00000082000042,NaN,yes,43,2.58399344441409,0220,3661,240,241,250,241,250,241,250,highNoise
1,26,00to050,00to100,250.031099023996,1175,3016,11,9.00000032200478,NaN,yes,43,16.7523209549072,1175,3016,250,251,260,251,260,251,260,highNoise
1,27,00to050,00to100,260.034993918991,1369,3422,12,9.00000024499604,NaN,yes,43,17.2025131502046,1369,3422,260,261,270,261,270,261,270,highNoise
1,28,00to050,00to100,270.046227237006,0488,1380,NaN,9.00030141900061,NaN,no answer,43,15.2057971014493,0488,1380,270,271,280,271,280,271,280,highNoise
1,29,00to050,00to100,280.03026508601,1793,9969,5,9.00000157600152,NaN,yes,43,7.73387501253887,1793,9969,280,281,290,281,290,281,290,highNoise
1,30,00to050,00to100,290.035188142996,3072,9295,NaN,9.00012008301564,NaN,no answer,43,14.2115115653577,3072,9295,290,291,300,291,300,291,300,highNoise
1,31,00to050,00to100,300.040565175004,0750,6253,6,9.00000003099558,NaN,yes,43,5.15752438829362,0750,6253,300,301,310,301,310,301,310,highNoise
1,32,00to050,00to100,310.030698540009,0098,9898,1,9.00000196599285,NaN,yes,43,0.425742574257426,0098,9898,310,311,320,311,320,311,320,highNoise
1,33,00to050,00to100,320.034800833993,2334,8049,13,9.00000180999632,NaN,yes,43,12.4688781215058,2334,8049,320,321,330,321,330,321,330,highNoise
1,34,00to050,00to100,330.04035655901,0012,9973,0,9.00000183901284,NaN,yes,43,0.0517396971823925,0012,9973,330,331,340,331,340,331,340,highNoise
1,35,00to050,00to100,340.029309575009,1175,5088,10,9.00000210400322,NaN,yes,43,9.93022798742138,1175,5088,340,341,350,341,350,341,350,highNoise
1,36,00to050,00to100,350.03794127499,1377,3133,12,9.0000017620041,NaN,yes,43,18.8991382061921,1377,3133,350,351,360,351,360,351,360,highNoise
1,37,00to050,00to100,360.042154780996,0836,5605,7,9.00000143199577,NaN,yes,43,6.4135593220339,0836,5605,360,361,370,361,370,361,370,highNoise
1,38,00to050,00to100,370.030804187001,1265,7478,6,9.00000045800698,NaN,yes,43,7.27400374431666,1265,7478,370,371,380,371,380,371,380,highNoise
1,39,00to050,00to100,380.034851972014,0274,6956,2,9.00000261701643,NaN,yes,43,1.69378953421507,0274,6956,380,381,390,381,390,381,390,highNoise
1,40,00to050,00to100,390.045820219995,3897,8463,14,9.00000071700197,NaN,yes,43,19.8004253810705,3897,8463,390,391,400,391,400,391,400,highNoise
1,41,00to050,00to100,400.029209566012,2878,7567,NaN,9.00004027600517,NaN,no answer,43,16.3544337253865,2878,7567,400,401,410,401,410,401,410,highNoise
1,42,00to050,00to100,410.038598353014,2841,6608,15,9.00000158601324,NaN,yes,43,18.4871368038741,2841,6608,410,411,420,411,420,411,420,highNoise
1,43,00to050,00to100,420.056965664,0155,7904,1,9.00000123601058,NaN,yes,43,0.843243927125506,0155,7904,420,421,430,421,430,421,430,highNoise
1,44,00to050,00to100,430.030283497006,1165,2596,20,9.00002119300188,NaN,yes,43,19.2969953775039,1165,2596,430,431,440,431,440,431,440,highNoise
1,45,00to050,00to100,440.034767536999,3712,7901,20,9.00000051499228,NaN,yes,43,20.2019997468675,3712,7901,440,441,450,441,450,441,450,highNoise
1,46,00to050,00to100,450.026958980015,0558,2133,10,9.00000140600605,NaN,yes,43,11.2489451476793,0558,2133,450,451,460,451,460,451,460,highNoise
1,47,00to050,00to100,460.02989474099,2898,7060,14,9.00000073199044,NaN,yes,43,17.6507082152974,2898,7060,460,461,470,461,470,461,470,highNoise
1,48,00to050,00to100,470.036590094009,0124,4035,1,9.00000079200254,NaN,yes,43,1.32143742255266,0124,4035,470,471,480,471,480,471,480,highNoise
1,49,00to050,00to100,480.044322203001,0849,7755,3,9.00000198901398,NaN,yes,43,4.70754352030948,0849,7755,480,481,490,481,490,481,490,highNoise
1,50,00to050,00to100,490.030030176014,0867,4114,6,9.00000055698911,NaN,yes,43,9.06198347107438,0867,4114,490,491,500,491,500,491,500,highNoise
1,51,00to050,00to100,500.038272555015,0277,1740,3,9.00000136700692,NaN,yes,43,6.84540229885057,0277,1740,500,501,510,501,510,501,510,highNoise
