runNumber,trialNumber,probRange,outputRange,trialStartTime,presentedProb_1,presentedProb_2,certaintyEquivalent,responseTime,invalidResponses,answer,riskyValue,lotteryExpectedValue,probabilitySequence_1,probabilitySequence_2,trialTimings,lotteryStartTimings,lotteryEndTimings,scaleStartTimings,scaleEndTimings,responseStartTimings,responseEndTimings,noiseType
3,14,50to100,00to100,130.024566465989,072,100,29.8,9.00000018998981,NaN,yes,43,30.96,072,100,130,131,140,131,140,131,140,lowNoise
3,15,50to100,00to100,140.031169408001,066,100,27.4,9.0000001580047,NaN,yes,43,28.38,066,100,140,141,150,141,150,141,150,lowNoise
3,16,50to100,00to100,150.036219272995,097,100,42.5,9.00000014601392,NaN,yes,43,41.71,097,100,150,151,160,151,160,151,160,lowNoise
3,17,50to100,00to100,160.024113202002,074,100,32,9.00000110600377,NaN,yes,43,31.82,074,100,160,161,170,161,170,161,170,lowNoise
3,18,50to100,00to100,170.030186192016,091,100,40.1,9.00000117399031,NaN,yes,43,39.13,091,100,170,171,180,171,180,171,180,lowNoise
3,19,50to100,00to100,180.037234463991,087,100,38.8,9.00000028999057,NaN,yes,43,37.41,087,100,180,181,190,181,190,181,190,lowNoise
3,20,50to100,00to100,190.024014260998,080,100,35.6,9.00000157099566,NaN,yes,43,34.4,080,100,190,191,200,191,200,191,200,lowNoise
3,21,50to100,00to100,200.029693530989,058,100,24.2,9.00000171200372,NaN,yes,43,24.94,058,100,200,201,210,201,210,201,210,lowNoise
3,22,50to100,00to100,210.037825968,054,100,23.4,9.0000012970122,NaN,yes,43,23.22,054,100,210,211,220,211,220,211,220,lowNoise
3,23,50to100,00to100,220.02499207799,088,100,38.2,9.00000060300226,NaN,yes,43,37.84,088,100,220,221,230,221,230,221,230,lowNoise
3,24,50to100,00to100,230.029674179998,083,100,38.9,9.00000054598786,NaN,yes,43,35.69,083,100,230,231,240,231,240,231,240,lowNoise
3,25,50to100,00to100,240.035585692996,090,100,39.8,9.00000174099114,NaN,yes,43,38.7,090,100,240,241,250,241,250,241,250,lowNoise
3,26,50to100,00to100,250.025094865006,067,100,29.3,9.0000000759901,NaN,yes,43,28.81,067,100,250,251,260,251,260,251,260,lowNoise
3,27,50to100,00to100,260.032278958999,096,100,42.1,9.00000174701563,NaN,yes,43,41.28,096,100,260,261,270,261,270,261,270,lowNoise
3,28,50to100,00to100,270.035734022007,059,100,26.7,9.00000038501457,NaN,yes,43,25.37,059,100,270,271,280,271,280,271,280,lowNoise
3,29,50to100,00to100,280.024070767016,084,100,36.7,9.00000172998989,NaN,yes,43,36.12,084,100,280,281,290,281,290,281,290,lowNoise
3,30,50to100,00to100,290.029815546994,099,100,42.8,9.00000049499795,NaN,yes,43,42.57,099,100,290,291,300,291,300,291,300,lowNoise
3,31,50to100,00to100,300.035984919989,055,100,25,9.00000105699291,NaN,yes,43,23.65,055,100,300,301,310,301,310,301,310,lowNoise
3,32,50to100,00to100,310.024992699007,063,100,27.5,9.00000056601129,NaN,yes,43,27.09,063,100,310,311,320,311,320,311,320,lowNoise
3,33,50to100,00to100,320.029618538014,057,100,23.6,9.0000002720044,NaN,yes,43,24.51,057,100,320,321,330,321,330,321,330,lowNoise
3,34,50to100,00to100,330.039304139995,050,100,22,9.00000168100814,NaN,yes,43,21.5,050,100,330,331,340,331,340,331,340,lowNoise
3,35,50to100,00to100,340.02405372099,051,100,22.2,9.00000172900036,NaN,yes,43,21.93,051,100,340,341,350,341,350,341,350,lowNoise
3,36,50to100,00to100,350.029381886008,085,100,35.8,9.00000186701072,NaN,yes,43,36.55,085,100,350,351,360,351,360,351,360,lowNoise
3,37,50to100,00to100,360.039708274999,081,100,33.4,9.00000196200563,NaN,yes,43,34.83,081,100,360,361,370,361,370,361,370,lowNoise
3,38,50to100,00to100,370.024243074993,071,100,32.3,9.00000156299211,NaN,yes,43,30.53,071,100,370,371,380,371,380,371,380,lowNoise
3,39,50to100,00to100,380.029248793988,076,100,34.7,9.00000156401074,NaN,yes,43,32.68,076,100,380,381,390,381,390,381,390,lowNoise
3,40,50to100,00to100,390.039554796007,069,100,31.2,9.00000127500971,NaN,yes,43,29.67,069,100,390,391,400,391,400,391,400,lowNoise
3,41,50to100,00to100,400.023703423009,062,100,26.8,9.00000160900527,NaN,yes,43,26.66,062,100,400,401,410,401,410,401,410,lowNoise
3,42,50to100,00to100,410.029216438998,056,100,24.1,9.00000113999704,NaN,yes,43,24.08,056,100,410,411,420,411,420,411,420,lowNoise
3,43,50to100,00to100,420.03969261999,093,100,41.3,9.00000003501191,NaN,yes,43,39.99,093,100,420,421,430,421,430,421,430,lowNoise
3,44,50to100,00to100,430.024065214995,053,100,22.2,9.00000100099714,NaN,yes,43,22.79,053,100,430,431,440,431,440,431,440,lowNoise
3,45,50to100,00to100,440.030780155008,064,100,27,9.00000087701483,NaN,yes,43,27.52,064,100,440,441,450,441,450,441,450,lowNoise
3,46,50to100,00to100,450.039472467994,060,100,26.5,9.00000210301368,NaN,yes,43,25.8,060,100,450,451,460,451,460,451,460,lowNoise
3,47,50to100,00to100,460.023610158009,089,100,39.7,9.0000003130117,NaN,yes,43,38.27,089,100,460,461,470,461,470,461,470,lowNoise
3,48,50to100,00to100,470.029595199012,073,100,32,9.00000056900899,NaN,yes,43,31.39,073,100,470,471,480,471,480,471,480,lowNoise
3,49,50to100,00to100,480.035539912991,082,100,35.6,9.0000008920033,NaN,yes,43,35.26,082,100,480,481,490,481,490,481,490,lowNoise
3,50,50to100,00to100,490.023704360996,077,100,35.6,9.00000117899617,NaN,yes,43,33.11,077,100,490,491,500,491,500,491,500,lowNoise
3,51,50to100,00to100,500.029250165011,061,100,27,9.00000143999932,NaN,yes,43,26.23,061,100,500,501,510,501,510,501,510,lowNoise
