runNumber,trialNumber,probRange,outputRange,trialStartTime,presentedProb_1,presentedProb_2,certaintyEquivalent,responseTime,invalidResponses,answer,riskyValue,lotteryExpectedValue,probabilitySequence_1,probabilitySequence_2,trialTimings,lotteryStartTimings,lotteryEndTimings,scaleStartTimings,scaleEndTimings,responseStartTimings,responseEndTimings,noiseType
1,19,50to100,00to100,180.039438860025,6975,7578,38,9.00000082500628,NaN,yes,43,39.5783847980998,6975,7578,180,181,190,181,190,181,190,highNoise
1,20,50to100,00to100,190.02959329501,5336,6055,36,9.00000014001853,NaN,yes,43,37.8939719240297,5336,6055,190,191,200,191,200,191,200,highNoise
1,21,50to100,00to100,200.033776223019,6281,8371,35,9.00000117401942,NaN,yes,43,32.2641261498029,6281,8371,200,201,210,201,210,201,210,highNoise
1,22,50to100,00to100,210.038393925002,4825,6514,27,9.00000756300869,NaN,yes,43,31.8506294135708,4825,6514,210,211,220,211,220,211,220,highNoise
1,23,50to100,00to100,220.030193756014,4398,5785,30,9.0000003510213,NaN,yes,43,32.6904062229905,4398,5785,220,221,230,221,230,221,230,highNoise
1,24,50to100,00to100,230.033353370003,3457,4121,34,9.00000159500632,NaN,yes,43,36.0715845668527,3457,4121,230,231,240,231,240,231,240,highNoise
1,25,50to100,00to100,240.039710582001,4784,5091,41,9.00000067401561,441,yes,43,40.4069927322726,4784,5091,240,241,250,241,250,241,250,highNoise
1,26,50to100,00to100,250.026988881,3101,5639,25,9.00000058300793,NaN,yes,43,23.6465685405214,3101,5639,250,251,260,251,260,251,260,highNoise
1,27,50to100,00to100,260.03352143502,5397,8990,26,9.00000012200326,NaN,yes,43,25.8143492769744,5397,8990,260,261,270,261,270,261,270,highNoise
1,28,50to100,00to100,270.039851456007,5947,7261,37,9.00000020200969,NaN,yes,43,35.2184272138824,5947,7261,270,271,280,271,280,271,280,highNoise
1,29,50to100,00to100,280.027002756018,2867,5734,24,9.00000003300374,NaN,yes,43,21.5,2867,5734,280,281,290,281,290,281,290,highNoise
1,30,50to100,00to100,290.033940062014,3151,5425,31,9.00000216701301,NaN,yes,43,24.975668202765,3151,5425,290,291,300,291,300,291,300,highNoise
1,31,50to100,00to100,300.039945467026,2099,2403,39,9.00000044400804,NaN,yes,43,37.5601331668747,2099,2403,300,301,310,301,310,301,310,highNoise
1,32,50to100,00to100,310.026955472014,2772,4872,28,9.00000177402399,NaN,yes,43,24.4655172413793,2772,4872,310,311,320,311,320,311,320,highNoise
1,33,50to100,00to100,320.033267410006,7379,7608,41,9.00000155100133,NaN,yes,43,41.7057045215563,7379,7608,320,321,330,321,330,321,330,highNoise
1,34,50to100,00to100,330.040476628026,4983,9772,23,9.00003212402225,NaN,yes,43,21.9268317642243,4983,9772,330,331,340,331,340,331,340,highNoise
1,35,50to100,00to100,340.026746298012,6455,7249,36,9.00000041801832,NaN,yes,43,38.290108980549,6455,7249,340,341,350,341,350,341,350,highNoise
1,36,50to100,00to100,350.03341880301,4351,4835,40,9.00000034601544,NaN,yes,43,38.6955532574974,4351,4835,350,351,360,351,360,351,360,highNoise
1,37,50to100,00to100,360.038802922005,2221,3977,25,9.00008126100875,NaN,yes,43,24.0138295197385,2221,3977,360,361,370,361,370,361,370,highNoise
1,38,50to100,00to100,370.02677266,6210,7476,38,9.00000161500066,NaN,yes,43,35.7182985553772,6210,7476,370,371,380,371,380,371,380,highNoise
1,39,50to100,00to100,380.032317867008,5316,8435,27,9.00000101502519,NaN,yes,43,27.0999407231772,5316,8435,380,381,390,381,390,381,390,highNoise
1,40,50to100,00to100,390.04085420401,3836,4851,30,9.00000046601053,NaN,yes,43,34.002886002886,3836,4851,390,391,400,391,400,391,400,highNoise
1,41,50to100,00to100,400.026876184013,2323,3325,28,9.00000206302502,NaN,yes,43,30.0418045112782,2323,3325,400,401,410,401,410,401,410,highNoise
1,42,50to100,00to100,410.033379460016,5329,6577,37,9.00000155201997,NaN,yes,43,34.840656834423,5329,6577,410,411,420,411,420,411,420,highNoise
1,43,50to100,00to100,420.038290179014,4239,6519,32,9.00000149701373,NaN,yes,43,27.9608835710999,4239,6519,420,421,430,421,430,421,430,highNoise
1,44,50to100,00to100,430.027802385011,8998,9011,42,9.00000026801717,NaN,yes,43,42.9379647097991,8998,9011,430,431,440,431,440,431,440,highNoise
1,45,50to100,00to100,440.032260915003,6442,9076,29,9.00000153202564,NaN,yes,43,30.5207139709123,6442,9076,440,441,450,441,450,441,450,highNoise
1,46,50to100,00to100,450.040699781006,4770,4871,42,9.00000194902532,NaN,yes,43,42.1083966331349,4770,4871,450,451,460,451,460,451,460,highNoise
1,47,50to100,00to100,460.028950486012,5172,6007,39,9.00000125501538,NaN,yes,43,37.0228067254869,5172,6007,460,461,470,461,470,461,470,highNoise
1,48,50to100,00to100,470.035502202023,7751,9696,37,9.00000106502557,NaN,yes,43,34.3742780528053,7751,9696,470,471,480,471,480,471,480,highNoise
1,49,50to100,00to100,480.039402492024,5283,9970,26,9.00000153502333,NaN,yes,43,22.7852557673019,5283,9970,480,481,490,481,490,481,490,highNoise
1,50,50to100,00to100,490.026643863006,3230,5985,24.5,9.00000174102024,NaN,yes,43,23.2063492063492,3230,5985,490,491,500,491,500,491,500,highNoise
1,51,50to100,00to100,500.037047715014,5518,8366,28.4,9.00000105402432,NaN,yes,43,28.3617021276596,5518,8366,500,501,510,501,510,501,510,highNoise
