runNumber,trialNumber,probRange,outputRange,trialStartTime,presentedProb_1,presentedProb_2,certaintyEquivalent,responseTime,invalidResponses,answer,riskyValue,lotteryExpectedValue,probabilitySequence_1,probabilitySequence_2,trialTimings,lotteryStartTimings,lotteryEndTimings,scaleStartTimings,scaleEndTimings,responseStartTimings,responseEndTimings,noiseType
4,25,50to100,00to100,240.025577980996,061,100,24,9.00000058399746,NaN,yes,43,26.23,061,100,240,241,250,241,250,241,250,lowNoise
4,26,50to100,00to100,250.029307488992,069,100,28,9.00000005000038,NaN,yes,43,29.67,069,100,250,251,260,251,260,251,260,lowNoise
4,27,50to100,00to100,260.034910572984,094,100,38,9.00000119698234,NaN,yes,43,40.42,094,100,260,261,270,261,270,261,270,lowNoise
4,28,50to100,00to100,270.024299794983,091,100,37,9.0000011639786,NaN,yes,43,39.13,091,100,270,271,280,271,280,271,280,lowNoise
4,29,50to100,00to100,280.030862870975,070,100,28,9.00000078798621,NaN,yes,43,30.1,070,100,280,281,290,281,290,281,290,lowNoise
4,30,50to100,00to100,290.03484047699,099,100,42,9.0000004619942,NaN,yes,43,42.57,099,100,290,291,300,291,300,291,300,lowNoise
4,31,50to100,00to100,300.025857110973,097,100,42,9.00000023198663,NaN,yes,43,41.71,097,100,300,301,310,301,310,301,310,lowNoise
4,32,50to100,00to100,310.031735413999,090,100,36,9.00000054697739,NaN,yes,43,38.7,090,100,310,311,320,311,320,311,320,lowNoise
4,33,50to100,00to100,320.038144220976,081,100,32,9.00000116997398,NaN,yes,43,34.83,081,100,320,321,330,321,330,321,330,lowNoise
4,34,50to100,00to100,330.025703756983,064,100,25,9.00000008600182,NaN,yes,43,27.52,064,100,330,331,340,331,340,331,340,lowNoise
4,35,50to100,00to100,340.029334077,056,100,21,9.00000176698086,NaN,yes,43,24.08,056,100,340,341,350,341,350,341,350,lowNoise
4,36,50to100,00to100,350.034896528989,055,100,25,9.00000137998722,NaN,yes,43,23.65,055,100,350,351,360,351,360,351,360,lowNoise
4,37,50to100,00to100,360.024163464986,054,100,21,9.00000043900218,NaN,yes,43,23.22,054,100,360,361,370,361,370,361,370,lowNoise
4,38,50to100,00to100,370.030452555977,066,100,26,9.00000164599624,NaN,yes,43,28.38,066,100,370,371,380,371,380,371,380,lowNoise
4,39,50to100,00to100,380.036869008996,050,100,20,9.00000050198287,NaN,yes,43,21.5,050,100,380,381,390,381,390,381,390,lowNoise
4,40,50to100,00to100,390.023666072986,086,100,33,9.00000053897384,NaN,yes,43,36.98,086,100,390,391,400,391,400,391,400,lowNoise
4,41,50to100,00to100,400.032979935,077,100,30,9.00000092599657,NaN,yes,43,33.11,077,100,400,401,410,401,410,401,410,lowNoise
4,42,50to100,00to100,410.036074723001,082,100,33,9.00000229899888,NaN,yes,43,35.26,082,100,410,411,420,411,420,411,420,lowNoise
4,43,50to100,00to100,420.044500381977,058,100,22,9.0000010849908,NaN,yes,43,24.94,058,100,420,421,430,421,430,421,430,lowNoise
4,44,50to100,00to100,430.031116886996,095,100,38,9.00000054697739,NaN,yes,43,40.85,095,100,430,431,440,431,440,431,440,lowNoise
4,45,50to100,00to100,440.03850378099,071,100,29,9.00000195199391,NaN,yes,43,30.53,071,100,440,441,450,441,450,441,450,lowNoise
4,46,50to100,00to100,450.056773960998,085,100,35,9.00000179698691,NaN,yes,43,36.55,085,100,450,451,460,451,460,451,460,lowNoise
4,47,50to100,00to100,460.029264327983,078,100,30,9.00000195199391,NaN,yes,43,33.54,078,100,460,461,470,461,470,461,470,lowNoise
4,48,50to100,00to100,470.038843290997,060,100,24,9.00000134998118,NaN,yes,43,25.8,060,100,470,471,480,471,480,471,480,lowNoise
4,49,50to100,00to100,480.026340825978,098,100,41,9.00000001199078,NaN,yes,43,42.14,098,100,480,481,490,481,490,481,490,lowNoise
4,50,50to100,00to100,490.028903058002,079,100,32,9.00000195097527,NaN,yes,43,33.97,079,100,490,491,500,491,500,491,500,lowNoise
4,51,50to100,00to100,500.034914160991,096,100,40,9.00000062398612,NaN,yes,43,41.28,096,100,500,501,510,501,510,501,510,lowNoise
