runNumber,trialNumber,probRange,outputRange,trialStartTime,presentedProb_1,presentedProb_2,certaintyEquivalent,responseTime,invalidResponses,answer,riskyValue,lotteryExpectedValue,probabilitySequence_1,probabilitySequence_2,trialTimings,lotteryStartTimings,lotteryEndTimings,scaleStartTimings,scaleEndTimings,responseStartTimings,responseEndTimings,noiseType
3,21,00to050,00to100,200.035967324016,011,100,4,9.00000024100882,NaN,yes,43,4.73,011,100,200,201,210,201,210,201,210,lowNoise
3,22,00to050,00to100,210.024655981018,045,100,16,9.00000016501872,NaN,yes,43,19.35,045,100,210,211,220,211,220,211,220,lowNoise
3,23,00to050,00to100,220.034247728996,040,100,16,9.00000048201764,NaN,yes,43,17.2,040,100,220,221,230,221,230,221,230,lowNoise
3,24,00to050,00to100,230.035977485008,032,100,12,9.00000049700611,NaN,yes,43,13.76,032,100,230,231,240,231,240,231,240,lowNoise
3,25,00to050,00to100,240.025972132018,003,100,12,9.00000042800093,NaN,yes,43,1.29,003,100,240,241,250,241,250,241,250,lowNoise
3,26,00to050,00to100,250.083450850012,050,100,20,9.00000106301741,NaN,yes,43,21.5,050,100,250,251,260,251,260,251,260,lowNoise
3,27,00to050,00to100,260.036241513008,007,100,3,9.00000144101796,NaN,yes,43,3.01,007,100,260,261,270,261,270,261,270,lowNoise
3,28,00to050,00to100,270.026132644009,046,100,16,9.00000126700616,NaN,yes,43,19.78,046,100,270,271,280,271,280,271,280,lowNoise
3,29,00to050,00to100,280.0345562,000,100,0,9.0000016700069,NaN,yes,43,0,000,100,280,281,290,281,290,281,290,lowNoise
3,30,00to050,00to100,290.035797763994,020,100,8,9.00000202900264,NaN,yes,43,8.6,020,100,290,291,300,291,300,291,300,lowNoise
3,31,00to050,00to100,300.02998904101,024,100,8,9.00000052101677,NaN,yes,43,10.32,024,100,300,301,310,301,310,301,310,lowNoise
3,32,00to050,00to100,310.030754648003,002,100,1,9.00000098100281,NaN,yes,43,0.86,002,100,310,311,320,311,320,311,320,lowNoise
3,33,00to050,00to100,320.035707756993,030,100,12,9.00000061900937,NaN,yes,43,12.9,030,100,320,321,330,321,330,321,330,lowNoise
3,34,00to050,00to100,330.027287983015,041,100,16,9.00000106100924,NaN,yes,43,17.63,041,100,330,331,340,331,340,331,340,lowNoise
3,35,00to050,00to100,340.034926847002,037,100,12,9.00000211599399,NaN,yes,43,15.91,037,100,340,341,350,341,350,341,350,lowNoise
3,36,00to050,00to100,350.035687919008,001,100,0,9.00000003501191,NaN,yes,43,0.43,001,100,350,351,360,351,360,351,360,lowNoise
3,37,00to050,00to100,360.027334657992,017,100,4,9.00000132599962,NaN,yes,43,7.31,017,100,360,361,370,361,370,361,370,lowNoise
3,38,00to050,00to100,370.030075065006,048,100,20,9.00001467199763,NaN,yes,43,20.64,048,100,370,371,380,371,380,371,380,lowNoise
3,39,00to050,00to100,380.035672362021,013,100,4,9.00000066999928,NaN,yes,43,5.59,013,100,380,381,390,381,390,381,390,lowNoise
3,40,00to050,00to100,390.041015580005,034,100,12,9.00000174800516,NaN,yes,43,14.62,034,100,390,391,400,391,400,391,400,lowNoise
3,41,00to050,00to100,400.029976243008,033,100,12,9.00000086100772,NaN,yes,43,14.19,033,100,400,401,410,401,410,401,410,lowNoise
3,42,00to050,00to100,410.036833980994,018,100,4,9.00000147600076,NaN,yes,43,7.74,018,100,410,411,420,411,420,411,420,lowNoise
3,43,00to050,00to100,420.025831359002,008,100,1,9.00000068699592,NaN,yes,43,3.44,008,100,420,421,430,421,430,421,430,lowNoise
3,44,00to050,00to100,430.033299118018,010,100,4,9.00000154701411,NaN,yes,43,4.3,010,100,430,431,440,431,440,431,440,lowNoise
3,45,00to050,00to100,440.035701724002,016,100,4,9.00000195100438,NaN,yes,43,6.88,016,100,440,441,450,441,450,441,450,lowNoise
3,46,00to050,00to100,450.026164951007,023,100,8,9.00000160300988,NaN,yes,43,9.89,023,100,450,451,460,451,460,451,460,lowNoise
3,47,00to050,00to100,460.030391187,026,100,8,9.00000179000199,NaN,yes,43,11.18,026,100,460,461,470,461,470,461,470,lowNoise
3,48,00to050,00to100,470.035559003998,004,100,0,9.00000192801235,NaN,yes,43,1.72,004,100,470,471,480,471,480,471,480,lowNoise
3,49,00to050,00to100,480.026129598002,043,100,16,9.00000202201772,NaN,yes,43,18.49,043,100,480,481,490,481,490,481,490,lowNoise
3,50,00to050,00to100,490.02992541602,015,100,4,9.00000060201273,NaN,yes,43,6.45,015,100,490,491,500,491,500,491,500,lowNoise
3,51,00to050,00to100,500.035405952018,005,100,1,9.00000182801159,NaN,yes,43,2.15,005,100,500,501,510,501,510,501,510,lowNoise
