runNumber,trialNumber,probRange,outputRange,trialStartTime,presentedProb_1,presentedProb_2,certaintyEquivalent,responseTime,invalidResponses,answer,riskyValue,lotteryExpectedValue,probabilitySequence_1,probabilitySequence_2,trialTimings,lotteryStartTimings,lotteryEndTimings,scaleStartTimings,scaleEndTimings,responseStartTimings,responseEndTimings,noiseType
2,1,50to100,00to100,0.0428483720170334,079,100,30,9.0000013000099,NaN,yes,43,33.97,079,100,0,1,10,1,10,1,10,lowNoise
2,2,50to100,00to100,10.0482811919937,055,100,21,9.00000194201129,NaN,yes,43,23.65,055,100,10,11,20,11,20,11,20,lowNoise
2,3,50to100,00to100,20.0403203429887,090,100,38,9.00000115699368,NaN,yes,43,38.7,090,100,20,21,30,21,30,21,30,lowNoise
2,4,50to100,00to100,30.0262485920102,081,100,38,9.00000173901208,NaN,yes,43,34.83,081,100,30,31,40,31,40,31,40,lowNoise
2,5,50to100,00to100,40.0315012189967,071,100,30,9.00000054700649,NaN,yes,43,30.53,071,100,40,41,50,41,50,41,50,lowNoise
2,6,50to100,00to100,50.0373491150094,082,100,35,9.00000219300273,NaN,yes,43,35.26,082,100,50,51,60,51,60,51,60,lowNoise
2,7,50to100,00to100,60.0289401170157,070,100,28,9.00000067899236,NaN,yes,43,30.1,070,100,60,61,70,61,70,61,70,lowNoise
2,8,50to100,00to100,70.033393013,095,100,40,9.00000104500214,NaN,yes,43,40.85,095,100,70,71,80,71,80,71,80,lowNoise
2,9,50to100,00to100,80.0370002489944,077,100,35,9.00000057701254,NaN,yes,43,33.11,077,100,80,81,90,81,90,81,90,lowNoise
2,10,50to100,00to100,90.0258817260037,088,100,39,9.00000174701563,NaN,yes,43,37.84,088,100,90,91,100,91,100,91,100,lowNoise
2,11,50to100,00to100,100.031522836012,060,100,23,9.00000115000876,NaN,yes,43,25.8,060,100,100,101,110,101,110,101,110,lowNoise
2,12,50to100,00to100,110.036892965989,064,100,35,9.00000011900556,NaN,yes,43,27.52,064,100,110,111,120,111,120,111,120,lowNoise
2,13,50to100,00to100,120.025764641003,069,100,30,9.00000025701593,NaN,yes,43,29.67,069,100,120,121,130,121,130,121,130,lowNoise
2,14,50to100,00to100,130.034359867015,059,100,21,9.00000071001705,NaN,yes,43,25.37,059,100,130,131,140,131,140,131,140,lowNoise
2,15,50to100,00to100,140.037657620996,056,100,22,9.00000207699486,NaN,yes,43,24.08,056,100,140,141,150,141,150,141,150,lowNoise
2,16,50to100,00to100,150.026275379001,085,100,38,9.00000182900112,NaN,yes,43,36.55,085,100,150,151,160,151,160,151,160,lowNoise
2,17,50to100,00to100,160.031283873017,073,100,35,9.00000182300573,NaN,yes,43,31.39,073,100,160,161,170,161,170,161,170,lowNoise
2,18,50to100,00to100,170.03742162601,065,100,24,9.00000204698881,NaN,yes,43,27.95,065,100,170,171,180,171,180,171,180,lowNoise
2,19,50to100,00to100,180.025715605996,068,100,30,9.00000113999704,NaN,yes,43,29.24,068,100,180,181,190,181,190,181,190,lowNoise
2,20,50to100,00to100,190.032717173017,062,100,35,9.00000065399217,NaN,yes,43,26.66,062,100,190,191,200,191,200,191,200,lowNoise
2,21,50to100,00to100,200.037101799011,098,100,40,9.00000026100315,NaN,yes,43,42.14,098,100,200,201,210,201,210,201,210,lowNoise
2,22,50to100,00to100,210.026268649992,054,100,21,9.00000218400965,NaN,yes,43,23.22,054,100,210,211,220,211,220,211,220,lowNoise
2,23,50to100,00to100,220.032777693006,052,100,21,9.00000021999585,NaN,yes,43,22.36,052,100,220,221,230,221,230,221,230,lowNoise
2,24,50to100,00to100,230.036684248014,087,100,34,9.00000034700497,NaN,yes,43,37.41,087,100,230,231,240,231,240,231,240,lowNoise
2,25,50to100,00to100,240.043201160996,086,100,38,9.00000182399526,NaN,yes,43,36.98,086,100,240,241,250,241,250,241,250,lowNoise
2,26,50to100,00to100,250.031179957004,075,100,35,9.0000007560011,NaN,yes,43,32.25,075,100,250,251,260,251,260,251,260,lowNoise
2,27,50to100,00to100,260.036808739998,100,100,43,9.00000180999632,443,yes,43,43,100,100,260,261,270,261,270,261,270,lowNoise
2,28,50to100,00to100,270.02850895701,089,100,39,9.00000040599843,NaN,yes,43,38.27,089,100,270,271,280,271,280,271,280,lowNoise
2,29,50to100,00to100,280.031036528992,074,100,35,9.00000038999133,NaN,yes,43,31.82,074,100,280,281,290,281,290,281,290,lowNoise
2,30,50to100,00to100,290.039100516005,050,100,22,9.00000116700539,NaN,yes,43,21.5,050,100,290,291,300,291,300,291,300,lowNoise
2,31,50to100,00to100,300.027189331013,096,100,41,9.00000002500019,NaN,yes,43,41.28,096,100,300,301,310,301,310,301,310,lowNoise
2,32,50to100,00to100,310.031125581998,094,100,4,9.00000039499719,NaN,yes,43,40.42,094,100,310,311,320,311,320,311,320,lowNoise
2,33,50to100,00to100,320.036817988002,053,100,21,9.00000055800774,NaN,yes,43,22.79,053,100,320,321,330,321,330,321,330,lowNoise
2,34,50to100,00to100,330.027529073006,072,100,3,9.00000156598981,NaN,yes,43,30.96,072,100,330,331,340,331,340,331,340,lowNoise
2,35,50to100,00to100,340.031933368999,057,100,21,9.00000039100996,NaN,yes,43,24.51,057,100,340,341,350,341,350,341,350,lowNoise
2,36,50to100,00to100,350.038928177004,058,100,22,9.00000126799569,NaN,yes,43,24.94,058,100,350,351,360,351,360,351,360,lowNoise
2,37,50to100,00to100,360.028684496006,061,100,24,9.00000029199873,NaN,yes,43,26.23,061,100,360,361,370,361,370,361,370,lowNoise
2,38,50to100,00to100,370.032483290997,078,100,34,9.00000018300489,344,yes,43,33.54,078,100,370,371,380,371,380,371,380,lowNoise
2,39,50to100,00to100,380.036655055999,080,100,36,9.00000194599852,NaN,yes,43,34.4,080,100,380,381,390,381,390,381,390,lowNoise
2,40,50to100,00to100,390.026469617995,066,100,36,9.00000063699554,NaN,yes,43,28.38,066,100,390,391,400,391,400,391,400,lowNoise
2,41,50to100,00to100,400.031693176017,093,100,38,9.00000016001286,NaN,yes,43,39.99,093,100,400,401,410,401,410,401,410,lowNoise
2,42,50to100,00to100,410.036551874015,091,100,37,9.00000121601624,NaN,yes,43,39.13,091,100,410,411,420,411,420,411,420,lowNoise
2,43,50to100,00to100,420.025822085998,099,100,42,9.00000111199915,NaN,yes,43,42.57,099,100,420,421,430,421,430,421,430,lowNoise
2,44,50to100,00to100,430.032358341006,051,100,21,9.00000000098953,NaN,yes,43,21.93,051,100,430,431,440,431,440,431,440,lowNoise
