subject,runNumber,trialNumber,probRange,outputRange,noiseType,trialStartTime,presentedProb_1,presentedProb_2,certaintyEquivalent,responseTime,invalidResponses,answer,riskyValue,lotteryExpectedValue,probabilitySequence_1,probabilitySequence_2,trialTimings,lotteryStartTimings,lotteryEndTimings,scaleStartTimings,scaleEndTimings,responseStartTimings,responseEndTimings
03,1,22,00to100,00to100,lowNoise,241.552921492975,33,100,13.0,11.0000003999999,,yes,43,14.19,33,100,241.5,242.0,253.0,242.0,253.0,242.0,253.0
03,1,23,00to100,00to100,lowNoise,253.04760101438,45,100,21.0,11.0000015999999,,yes,43,19.35,45,100,253.0,253.5,264.5,253.5,264.5,253.5,264.5
03,1,24,00to100,00to100,lowNoise,264.547782753677,99,100,43.0,11.0000015999999,443.0,yes,43,42.57,99,100,264.5,265.0,276.0,265.0,276.0,265.0,276.0
03,1,25,00to100,00to100,lowNoise,276.05859997157,15,100,5.0,11.0000012999999,,yes,43,6.45,15,100,276.0,276.5,287.5,276.5,287.5,276.5,287.5
03,1,26,00to100,00to100,lowNoise,287.559786053677,7,100,3.0,11.000002,,yes,43,3.01,7,100,287.5,288.0,299.0,288.0,299.0,288.0,299.0
03,1,27,00to100,00to100,lowNoise,299.04780061438,9,100,3.0,11.0000021999999,,yes,43,3.87,9,100,299.0,299.5,310.5,299.5,310.5,299.5,310.5
03,1,28,00to100,00to100,lowNoise,310.544310753678,79,100,33.0,11.0000003999999,,yes,43,33.97,79,100,310.5,311.0,322.0,311.0,322.0,311.0,322.0
03,1,29,00to100,00to100,lowNoise,322.05317671438,67,100,28.0,11.0000006,,yes,43,28.81,67,100,322.0,322.5,333.5,322.5,333.5,322.5,333.5
03,1,30,00to100,00to100,lowNoise,333.543655053677,31,100,13.0,11.0000014,,yes,43,13.33,31,100,333.5,334.0,345.0,334.0,345.0,334.0,345.0
03,1,31,00to100,00to100,lowNoise,345.054689853677,87,100,37.0,11.0000003,,yes,43,37.41,87,100,345.0,345.5,356.5,345.5,356.5,345.5,356.5
03,1,32,00to100,00to100,lowNoise,356.55954641438,25,100,12.0,11.0000017,,yes,43,10.75,25,100,356.5,357.0,368.0,357.0,368.0,357.0,368.0
03,1,33,00to100,00to100,lowNoise,368.048666075082,21,100,9.0,11.0,,yes,43,9.03,21,100,368.0,368.5,379.5,368.5,379.5,368.5,379.5
03,1,34,00to100,00to100,lowNoise,379.55637321438,17,100,8.0,11.0000014,,yes,43,7.31,17,100,379.5,380.0,391.0,380.0,391.0,380.0,391.0
03,1,35,00to100,00to100,lowNoise,391.049310953677,43,100,18.0,11.0000006,,yes,43,18.49,43,100,391.0,391.5,402.5,391.5,402.5,391.5,402.5
03,1,36,00to100,00to100,lowNoise,402.55006051438,11,100,5.0,11.000002,,yes,43,4.73,11,100,402.5,403.0,414.0,403.0,414.0,403.0,414.0
03,1,37,00to100,00to100,lowNoise,414.05023371438,61,100,25.0,11.000002,,yes,43,26.23,61,100,414.0,414.5,425.5,414.5,425.5,414.5,425.5
03,1,38,00to100,00to100,lowNoise,425.55085091438,71,100,29.0,11.000002,,yes,43,30.53,71,100,425.5,426.0,437.0,426.0,437.0,426.0,437.0
03,1,39,00to100,00to100,lowNoise,437.045089853677,23,100,9.0,11.0000003,,yes,43,9.89,23,100,437.0,437.5,448.5,437.5,448.5,437.5,448.5
03,1,40,00to100,00to100,lowNoise,448.54752001438,13,100,5.0,11.0000012999999,,yes,43,5.59,13,100,448.5,449.0,460.0,449.0,460.0,449.0,460.0
03,1,41,00to100,00to100,lowNoise,460.043452753677,95,100,42.0,11.0000014999998,,yes,43,40.85,95,100,460.0,460.5,471.5,460.5,471.5,460.5,471.5
03,1,42,00to100,00to100,lowNoise,471.557884475082,53,100,22.0,11.0000004999999,,yes,43,22.79,53,100,471.5,472.0,483.0,472.0,483.0,472.0,483.0
03,1,43,00to100,00to100,lowNoise,483.045493653677,39,100,17.0,11.0000100000002,,yes,43,16.77,39,100,483.0,483.5,494.5,483.5,494.5,483.5,494.5
03,1,44,00to100,00to100,lowNoise,494.54713421438,75,100,15.0,11.0000010000003,,yes,43,32.25,75,100,494.5,495.0,506.0,495.0,506.0,495.0,506.0
03,1,45,00to100,00to100,lowNoise,506.049711653677,41,100,17.0,11.0000008000002,,yes,43,17.63,41,100,506.0,506.5,517.5,506.5,517.5,506.5,517.5
03,1,46,00to100,00to100,lowNoise,517.55932101438,63,100,26.0,11.0000001000003,,yes,43,27.09,63,100,517.5,518.0,529.0,518.0,529.0,518.0,529.0
03,1,47,00to100,00to100,lowNoise,529.04349581438,83,100,34.0,11.0000014000002,,yes,43,35.69,83,100,529.0,529.5,540.5,529.5,540.5,529.5,540.5
03,1,48,00to100,00to100,lowNoise,540.54342401438,47,100,22.0,11.0000011000002,,yes,43,20.21,47,100,540.5,541.0,552.0,541.0,552.0,541.0,552.0
03,1,49,00to100,00to100,lowNoise,552.05429331438,81,100,33.0,11.0000017000002,,yes,43,34.83,81,100,552.0,552.5,563.5,552.5,563.5,552.5,563.5
03,1,50,00to100,00to100,lowNoise,563.55663511438,37,100,15.0,11.0000001000003,,yes,43,15.91,37,100,563.5,564.0,575.0,564.0,575.0,564.0,575.0
03,2,1,00to100,00to100,highNoise,0.0711027536772235,6210,7476,36.0,11.0,,yes,43,35.7182985553772,6210,7476,0.0,0.5,11.5,0.5,11.5,0.5,11.5
03,2,2,00to100,00to100,highNoise,11.5600632536775,4983,9772,27.0,11.0000009,,yes,43,21.9268317642243,4983,9772,11.5,12.0,23.0,12.0,23.0,12.0,23.0
03,2,3,00to100,00to100,highNoise,23.0480305536776,5329,6577,37.0,11.0000015999999,,yes,43,34.840656834423,5329,6577,23.0,23.5,34.5,23.5,34.5,23.5,34.5
03,2,4,00to100,00to100,highNoise,34.5502409143796,7754,8522,37.0,11.0000015999999,,yes,43,39.1248533208167,7754,8522,34.5,35.0,46.0,35.0,46.0,35.0,46.0
03,2,5,00to100,00to100,highNoise,46.0451187143799,2173,2817,41.0,11.0000003999999,,yes,43,33.1696840610579,2173,2817,46.0,46.5,57.5,46.5,57.5,46.5,57.5
03,2,6,00to100,00to100,highNoise,57.5541350536773,3072,9295,15.0,11.0,,yes,43,14.2115115653577,3072,9295,57.5,58.0,69.0,58.0,69.0,58.0,69.0
03,2,7,00to100,00to100,highNoise,69.0562246929749,4239,6519,31.0,11.0000006999999,,yes,43,27.9608835710999,4239,6519,69.0,69.5,80.5,69.5,80.5,69.5,80.5
03,2,8,00to100,00to100,highNoise,80.5501408143796,1265,7478,11.0,11.0000006999999,,yes,43,7.27400374431666,1265,7478,80.5,81.0,92.0,81.0,92.0,81.0,92.0
03,2,9,00to100,00to100,highNoise,92.0488253143799,2099,2403,37.0,11.0000016999998,,yes,43,37.5601331668747,2099,2403,92.0,92.5,103.5,92.5,103.5,92.5,103.5
03,2,10,00to100,00to100,highNoise,103.548840453677,7175,7243,42.0,11.0000007999997,,yes,43,42.5962998757421,7175,7243,103.5,104.0,115.0,104.0,115.0,104.0,115.0
03,2,11,00to100,00to100,highNoise,115.04537331438,124,4035,3.0,11.0000019999998,,yes,43,1.32143742255266,124,4035,115.0,115.5,126.5,115.5,126.5,115.5,126.5
03,2,12,00to100,00to100,highNoise,126.55139251438,1175,5088,12.0,11.0000020999996,,yes,43,9.93022798742138,1175,5088,126.5,127.0,138.0,127.0,138.0,127.0,138.0
03,2,13,00to100,00to100,highNoise,138.045529892975,1025,3780,13.0,11.0000006,,yes,43,11.6600529100529,1025,3780,138.0,138.5,149.5,138.5,149.5,138.5,149.5
03,2,14,00to100,00to100,highNoise,149.54416101438,7379,7608,37.0,11.0000003,,yes,43,41.7057045215563,7379,7608,149.5,150.0,161.0,150.0,161.0,150.0,161.0
03,2,15,00to100,00to100,highNoise,161.043349253677,795,4188,9.0,11.0000003999999,,yes,43,8.16260744985673,795,4188,161.0,161.5,172.5,161.5,172.5,161.5,172.5
03,2,16,00to100,00to100,highNoise,172.549304578595,2772,4872,22.0,11.0000009999999,,yes,43,24.4655172413793,2772,4872,172.5,173.0,184.0,173.0,184.0,173.0,184.0
03,2,17,00to100,00to100,highNoise,184.043039192975,488,1380,16.0,11.0000018999999,,yes,43,15.2057971014493,488,1380,184.0,184.5,195.5,184.5,195.5,184.5,195.5
03,2,18,00to100,00to100,highNoise,195.544632753677,959,1585,26.0,11.0000000999999,,yes,43,26.0170347003155,959,1585,195.5,196.0,207.0,196.0,207.0,196.0,207.0
03,2,19,00to100,00to100,highNoise,207.043705453677,5283,9970,29.0,11.0000001999997,,yes,43,22.7852557673019,5283,9970,207.0,207.5,218.5,207.5,218.5,207.5,218.5
03,2,20,00to100,00to100,highNoise,218.557327875083,1165,2596,22.0,11.0000015000001,,yes,43,19.2969953775039,1165,2596,218.5,219.0,230.0,219.0,230.0,219.0,230.0
03,2,21,00to100,00to100,highNoise,230.0275152,154,3195,8.0,11.0000013999997,,yes,43,2.07261345852895,154,3195,230.0,230.5,241.5,230.5,241.5,230.5,241.5
03,2,22,00to100,00to100,highNoise,241.54784515719,6442,9076,31.0,11.0000001999997,,yes,43,30.5207139709123,6442,9076,241.5,242.0,253.0,242.0,253.0,242.0,253.0
03,2,23,00to100,00to100,highNoise,253.045236053677,3836,4851,35.0,11.0000016999998,,yes,43,34.002886002886,3836,4851,253.0,253.5,264.5,253.5,264.5,253.5,264.5
03,2,24,00to100,00to100,highNoise,264.55950301438,836,5605,8.0,11.0000016999998,,yes,43,6.4135593220339,836,5605,264.5,265.0,276.0,265.0,276.0,265.0,276.0
03,2,25,00to100,00to100,highNoise,276.05399401438,2334,8049,13.0,11.0000018000001,,yes,43,12.4688781215058,2334,8049,276.0,276.5,287.5,276.5,287.5,276.5,287.5
03,2,26,00to100,00to100,highNoise,287.549261253677,3712,7901,20.0,11.0000018000001,,yes,43,20.2019997468675,3712,7901,287.5,288.0,299.0,288.0,299.0,288.0,299.0
03,2,27,00to100,00to100,highNoise,299.05576981438,967,1968,21.0,11.0000020999996,,yes,43,21.1285569105691,967,1968,299.0,299.5,310.5,299.5,310.5,299.5,310.5
03,2,28,00to100,00to100,highNoise,310.546473953677,98,9898,3.0,11.0000013999997,,yes,43,0.425742574257426,98,9898,310.5,311.0,322.0,311.0,322.0,311.0,322.0
03,2,29,00to100,00to100,highNoise,322.044873653677,1869,2716,20.0,11.0000012999999,,yes,43,29.590206185567,1869,2716,322.0,322.5,333.5,322.5,333.5,322.5,333.5
03,2,30,00to100,00to100,highNoise,333.558169253678,4248,4482,40.0,11.0000003999999,,yes,43,40.7550200803213,4248,4482,333.5,334.0,345.0,334.0,345.0,334.0,345.0
03,2,31,00to100,00to100,highNoise,345.05811071438,4038,5529,37.0,11.0000019999998,,yes,43,31.4042322300597,4038,5529,345.0,345.5,356.5,345.5,356.5,345.5,356.5
03,2,32,00to100,00to100,highNoise,356.553414353677,849,7755,7.0,11.0000020999996,,yes,43,4.70754352030948,849,7755,356.5,357.0,368.0,357.0,368.0,357.0,368.0
03,2,33,00to100,00to100,highNoise,368.05646281438,738,2958,13.0,11.0000018000001,,yes,43,10.7281947261663,738,2958,368.0,368.5,379.5,368.5,379.5,368.5,379.5
03,2,34,00to100,00to100,highNoise,379.55295461438,962,1636,24.0,11.0000003,,yes,43,25.2848410757946,962,1636,379.5,380.0,391.0,380.0,391.0,380.0,391.0
03,2,35,00to100,00to100,highNoise,391.058226053678,2841,6608,14.0,11.0000009999999,,yes,43,18.4871368038741,2841,6608,391.0,391.5,402.5,391.5,402.5,391.5,402.5
03,2,36,00to100,00to100,highNoise,402.544506192975,3101,5639,26.0,11.0000006,,yes,43,23.6465685405214,3101,5639,402.5,403.0,414.0,403.0,414.0,403.0,414.0
03,2,37,00to100,00to100,highNoise,414.059705553677,2718,7340,15.0,11.0000000999999,,yes,43,15.9228882833787,2718,7340,414.0,414.5,425.5,414.5,425.5,414.5,425.5
03,2,38,00to100,00to100,highNoise,425.54333841438,6281,8371,30.0,11.0000001999997,,yes,43,32.2641261498029,6281,8371,425.5,426.0,437.0,426.0,437.0,426.0,437.0
03,2,39,00to100,00to100,highNoise,437.05764871438,501,7119,10.0,11.0000001999997,,yes,43,3.02612726506532,501,7119,437.0,437.5,448.5,437.5,448.5,437.5,448.5
03,2,40,00to100,00to100,highNoise,448.55607041438,419,4706,9.0,11.0000018999999,,yes,43,3.82851678708032,419,4706,448.5,449.0,460.0,449.0,460.0,449.0,460.0
03,2,41,00to100,00to100,highNoise,460.05906171438,5316,8435,27.0,11.0000003,,yes,43,27.0999407231772,5316,8435,460.0,460.5,471.5,460.5,471.5,460.5,471.5
03,2,42,00to100,00to100,highNoise,471.543506832272,1175,3016,15.0,11.0000000999999,,yes,43,16.7523209549072,1175,3016,471.5,472.0,483.0,472.0,483.0,472.0,483.0
03,2,43,00to100,00to100,highNoise,483.044633653677,867,4114,8.0,11.0,,yes,43,9.06198347107438,867,4114,483.0,483.5,494.5,483.5,494.5,483.5,494.5
03,2,44,00to100,00to100,highNoise,494.554395175082,6015,8980,28.0,11.0000009,,yes,43,28.8023385300668,6015,8980,494.5,495.0,506.0,495.0,506.0,495.0,506.0
03,2,45,00to100,00to100,highNoise,506.047315453678,779,5961,7.0,11.0000001999997,,yes,43,5.61935916792484,779,5961,506.0,506.5,517.5,506.5,517.5,506.5,517.5
03,2,46,00to100,00to100,highNoise,517.557817075082,4807,5647,32.0,11.0000006999999,,yes,43,36.6036833717018,4807,5647,517.5,518.0,529.0,518.0,529.0,518.0,529.0
03,2,47,00to100,00to100,highNoise,529.05957281438,6455,7249,38.0,11.0000001999997,,yes,43,38.290108980549,6455,7249,529.0,529.5,540.5,529.5,540.5,529.5,540.5
03,2,48,00to100,00to100,highNoise,540.559747153678,3944,4241,40.0,11.0000004999997,,yes,43,39.9886819146428,3944,4241,540.5,541.0,552.0,541.0,552.0,541.0,552.0
03,2,49,00to100,00to100,highNoise,552.045762053677,2898,7060,18.0,11.0000006,,yes,43,17.6507082152974,2898,7060,552.0,552.5,563.5,552.5,563.5,552.5,563.5
03,2,50,00to100,00to100,highNoise,563.55925891438,342,1087,14.0,11.0000020999996,,yes,43,13.5289788408464,342,1087,563.5,564.0,575.0,564.0,575.0,564.0,575.0
03,3,1,50to100,00to100,lowNoise,0.0596911143798025,69,100,29.0,11.0000024999999,,yes,43,29.67,69,100,0.0,0.5,11.5,0.5,11.5,0.5,11.5
03,3,2,50to100,00to100,lowNoise,11.5271540392978,55,100,23.0,11.0000015000001,,yes,43,23.65,55,100,11.5,12.0,23.0,12.0,23.0,12.0,23.0
03,3,3,50to100,00to100,lowNoise,23.0584722143799,81,100,36.0,11.0000021000001,,yes,43,34.83,81,100,23.0,23.5,34.5,23.5,34.5,23.5,34.5
03,3,4,50to100,00to100,lowNoise,34.5520993392975,79,100,35.0,11.0000011000002,,yes,43,33.97,79,100,34.5,35.0,46.0,35.0,46.0,35.0,46.0
03,3,5,50to100,00to100,lowNoise,46.0477186750827,75,100,33.0,11.0000039000001,,yes,43,32.25,75,100,46.0,46.5,57.5,46.5,57.5,46.5,57.5
03,3,6,50to100,00to100,lowNoise,57.5501961536775,57,100,25.0,11.0000021000001,,yes,43,24.51,57,100,57.5,58.0,69.0,58.0,69.0,58.0,69.0
03,3,7,50to100,00to100,lowNoise,69.0477703143797,73,100,33.0,11.0000006999999,,yes,43,31.39,73,100,69.0,69.5,80.5,69.5,80.5,69.5,80.5
03,3,8,50to100,00to100,lowNoise,80.5433330322726,89,100,38.0,11.0000018000001,,yes,43,38.27,89,100,80.5,81.0,92.0,81.0,92.0,81.0,92.0
03,3,9,50to100,00to100,lowNoise,92.0528046536774,59,100,24.0,11.0000006999999,,yes,43,25.37,59,100,92.0,92.5,103.5,92.5,103.5,92.5,103.5
03,3,10,50to100,00to100,lowNoise,103.554838053677,85,100,38.0,11.0000000999999,,yes,43,36.55,85,100,103.5,104.0,115.0,104.0,115.0,104.0,115.0
03,3,11,50to100,00to100,lowNoise,115.043157253678,87,100,39.0,11.0000000999999,,yes,43,37.41,87,100,115.0,115.5,126.5,115.5,126.5,115.5,126.5
03,3,12,50to100,00to100,lowNoise,126.56231741438,53,100,23.0,11.0000019999998,,yes,43,22.79,53,100,126.5,127.0,138.0,127.0,138.0,127.0,138.0
03,3,13,50to100,00to100,lowNoise,138.045972453678,83,100,38.0,11.0000000999999,,yes,43,35.69,83,100,138.0,138.5,149.5,138.5,149.5,138.5,149.5
03,3,14,50to100,00to100,lowNoise,149.55528251438,63,100,30.0,11.0000014000002,,yes,43,27.09,63,100,149.5,150.0,161.0,150.0,161.0,150.0,161.0
03,3,15,50to100,00to100,lowNoise,161.042376375083,61,100,28.0,11.0000021000001,,yes,43,26.23,61,100,161.0,161.5,172.5,161.5,172.5,161.5,172.5
03,3,16,50to100,00to100,lowNoise,172.54318501438,97,100,42.0,11.0000012,,yes,43,41.71,97,100,172.5,173.0,184.0,173.0,184.0,173.0,184.0
03,3,17,50to100,00to100,lowNoise,184.050263353678,93,100,40.0,11.0000018000001,,yes,43,39.99,93,100,184.0,184.5,195.5,184.5,195.5,184.5,195.5
03,3,18,50to100,00to100,lowNoise,195.55352461438,95,100,41.0,11.0000014000002,,yes,43,40.85,95,100,195.5,196.0,207.0,196.0,207.0,196.0,207.0
03,3,19,50to100,00to100,lowNoise,207.055492953677,77,100,34.0,11.0000017000002,,yes,43,33.11,77,100,207.0,207.5,218.5,207.5,218.5,207.5,218.5
03,3,20,50to100,00to100,lowNoise,218.561132553677,91,100,40.0,11.0000027999999,,yes,43,39.13,91,100,218.5,219.0,230.0,219.0,230.0,219.0,230.0
03,3,21,50to100,00to100,lowNoise,230.056265092975,51,100,22.0,11.0000006,,yes,43,21.93,51,100,230.0,230.5,241.5,230.5,241.5,230.5,241.5
03,3,22,50to100,00to100,lowNoise,241.547923450165,65,100,28.0,11.0000008000002,,yes,43,27.95,65,100,241.5,242.0,253.0,242.0,253.0,242.0,253.0
03,3,23,50to100,00to100,lowNoise,253.04702941438,71,100,31.0,11.0000011000002,,yes,43,30.53,71,100,253.0,253.5,264.5,253.5,264.5,253.5,264.5
03,3,24,50to100,00to100,lowNoise,264.551506453678,99,100,43.0,11.0000005000002,443.0,yes,43,42.57,99,100,264.5,265.0,276.0,265.0,276.0,265.0,276.0
03,3,25,50to100,00to100,lowNoise,276.04339257157,67,100,27.0,11.0000018999999,,yes,43,28.81,67,100,276.0,276.5,287.5,276.5,287.5,276.5,287.5
03,4,1,00to050,00to100,lowNoise,0.0721592143800081,27,100,11.0,11.0000003999999,,yes,43,11.61,27,100,0.0,0.5,11.5,0.5,11.5,0.5,11.5
03,4,2,00to050,00to100,lowNoise,11.5496457536774,7,100,4.0,11.0000004999997,,yes,43,3.01,7,100,11.5,12.0,23.0,12.0,23.0,12.0,23.0
03,4,3,00to050,00to100,lowNoise,23.0426466929753,25,100,11.0,11.0000021000001,,yes,43,10.75,25,100,23.0,23.5,34.5,23.5,34.5,23.5,34.5
03,4,4,00to050,00to100,lowNoise,34.5527446143797,29,100,13.0,11.0000006,,yes,43,12.47,29,100,34.5,35.0,46.0,35.0,46.0,35.0,46.0
03,4,5,00to050,00to100,lowNoise,46.0430767143798,49,100,22.0,11.0000007999997,,yes,43,21.07,49,100,46.0,46.5,57.5,46.5,57.5,46.5,57.5
03,4,6,00to050,00to100,lowNoise,57.5542383571901,21,100,10.0,11.0000021000001,,yes,43,9.03,21,100,57.5,58.0,69.0,58.0,69.0,58.0,69.0
03,4,7,00to050,00to100,lowNoise,69.0553308143799,3,100,2.0,11.0000018000001,,yes,43,1.29,3,100,69.0,69.5,80.5,69.5,80.5,69.5,80.5
03,4,8,00to050,00to100,lowNoise,80.5507198536775,47,100,21.0,11.0000009999999,,yes,43,20.21,47,100,80.5,81.0,92.0,81.0,92.0,81.0,92.0
03,4,9,00to050,00to100,lowNoise,92.0446400536775,31,100,13.0,11.0000010999997,,yes,43,13.33,31,100,92.0,92.5,103.5,92.5,103.5,92.5,103.5
03,4,10,00to050,00to100,lowNoise,103.552791653678,41,100,17.0,11.0000004999997,,yes,43,17.63,41,100,103.5,104.0,115.0,104.0,115.0,104.0,115.0
03,4,11,00to050,00to100,lowNoise,115.04993351438,5,100,2.0,11.0000006,,yes,43,2.15,5,100,115.0,115.5,126.5,115.5,126.5,115.5,126.5
03,4,12,00to050,00to100,lowNoise,126.54657321438,37,100,15.0,11.0000010999997,,yes,43,15.91,37,100,126.5,127.0,138.0,127.0,138.0,127.0,138.0
03,4,13,00to050,00to100,lowNoise,138.05960201438,33,100,13.0,11.0000009,,yes,43,14.19,33,100,138.0,138.5,149.5,138.5,149.5,138.5,149.5
03,4,14,00to050,00to100,lowNoise,149.55540221438,43,100,19.0,11.0000021999999,,yes,43,18.49,43,100,149.5,150.0,161.0,150.0,161.0,150.0,161.0
03,4,15,00to050,00to100,lowNoise,161.042668092975,39,100,17.0,11.0000012,,yes,43,16.77,39,100,161.0,161.5,172.5,161.5,172.5,161.5,172.5
03,4,16,00to050,00to100,lowNoise,172.550798275083,19,100,9.0,11.0000016999998,,yes,43,8.17,19,100,172.5,173.0,184.0,173.0,184.0,173.0,184.0
03,4,17,00to050,00to100,lowNoise,184.04265191438,17,100,7.0,11.0000006999999,,yes,43,7.31,17,100,184.0,184.5,195.5,184.5,195.5,184.5,195.5
03,4,18,00to050,00to100,lowNoise,195.55342511438,1,100,1.0,11.0000009999999,,yes,43,0.43,1,100,195.5,196.0,207.0,196.0,207.0,196.0,207.0
03,4,19,00to050,00to100,lowNoise,207.05028091438,11,100,8.0,11.0000015999999,,yes,43,4.73,11,100,207.0,207.5,218.5,207.5,218.5,207.5,218.5
03,4,20,00to050,00to100,lowNoise,218.551503953678,9,100,8.0,11.0000015999999,,yes,43,3.87,9,100,218.5,219.0,230.0,219.0,230.0,219.0,230.0
03,4,21,00to050,00to100,lowNoise,230.048618353677,13,100,6.0,11.0000007999997,,yes,43,5.59,13,100,230.0,230.5,241.5,230.5,241.5,230.5,241.5
03,4,22,00to050,00to100,lowNoise,241.54838271438,23,100,11.0,11.0000006,,yes,43,9.89,23,100,241.5,242.0,253.0,242.0,253.0,242.0,253.0
03,4,23,00to050,00to100,lowNoise,253.04361981438,35,100,13.0,11.0000018000001,,yes,43,15.05,35,100,253.0,253.5,264.5,253.5,264.5,253.5,264.5
03,4,24,00to050,00to100,lowNoise,264.54715121438,45,100,20.0,11.0000031,,yes,43,19.35,45,100,264.5,265.0,276.0,265.0,276.0,265.0,276.0
03,4,25,00to050,00to100,lowNoise,276.05906551438,15,100,6.0,11.0000013999997,,yes,43,6.45,15,100,276.0,276.5,287.5,276.5,287.5,276.5,287.5
03,5,1,50to100,00to100,highNoise,0.0627851143799489,1869,2716,25.0,11.0000014000002,,yes,43,29.590206185567,1869,2716,0.0,0.5,11.5,0.5,11.5,0.5,11.5
03,5,2,50to100,00to100,highNoise,11.5443578536779,2173,2817,35.0,11.0000018000001,,yes,43,33.1696840610579,2173,2817,11.5,12.0,23.0,12.0,23.0,12.0,23.0
03,5,3,50to100,00to100,highNoise,23.0514031143803,5329,6577,37.0,11.0000005000002,,yes,43,34.840656834423,5329,6577,23.0,23.5,34.5,23.5,34.5,23.5,34.5
03,5,4,50to100,00to100,highNoise,34.55790451438,3101,5639,27.0,11.0000001000003,,yes,43,23.6465685405214,3101,5639,34.5,35.0,46.0,35.0,46.0,35.0,46.0
03,5,5,50to100,00to100,highNoise,46.0474354143803,7754,8522,38.0,11.0000017000002,,yes,43,39.1248533208167,7754,8522,46.0,46.5,57.5,46.5,57.5,46.5,57.5
03,5,6,50to100,00to100,highNoise,57.5516225536776,6455,7249,39.0,11.0000002000002,,yes,43,38.290108980549,6455,7249,57.5,58.0,69.0,58.0,69.0,58.0,69.0
