subject,runNumber,trialNumber,probRange,outputRange,noiseType,trialStartTime,presentedProb_1,presentedProb_2,certaintyEquivalent,responseTime,invalidResponses,answer,riskyValue,lotteryExpectedValue,probabilitySequence_1,probabilitySequence_2,trialTimings,lotteryStartTimings,lotteryEndTimings,scaleStartTimings,scaleEndTimings,responseStartTimings,responseEndTimings
18,2,15,00to100,00to100,highNoise,161.055271388267,4983,9772,16.0,11.0000015000001,,yes,43,21.9268317642243,4983,9772,161.0,161.5,172.5,161.5,172.5,161.5,172.5
18,2,16,00to100,00to100,highNoise,172.557147888267,3072,9295,13.0,11.0000015000001,,yes,43,14.2115115653577,3072,9295,172.5,173.0,184.0,173.0,184.0,173.0,184.0
18,2,17,00to100,00to100,highNoise,184.045655604747,836,5605,28.0,11.0000002000002,,yes,43,6.4135593220339,836,5605,184.0,184.5,195.5,184.5,195.5,184.5,195.5
18,2,18,00to100,00to100,highNoise,195.55224744944,1869,2716,9.0,11.0000018999999,,yes,43,29.590206185567,1869,2716,195.5,196.0,207.0,196.0,207.0,196.0,207.0
18,2,19,00to100,00to100,highNoise,207.046728027094,6210,7476,34.0,11.0000000999999,,yes,43,35.7182985553772,6210,7476,207.0,207.5,218.5,207.5,218.5,207.5,218.5
18,2,20,00to100,00to100,highNoise,218.543575088267,5329,6577,34.0,11.0000012,,yes,43,34.840656834423,5329,6577,218.5,219.0,230.0,219.0,230.0,219.0,230.0
18,2,21,00to100,00to100,highNoise,230.059403627094,738,2958,17.0,11.0000009999999,,yes,43,10.7281947261663,738,2958,230.0,230.5,241.5,230.5,241.5,230.5,241.5
18,2,22,00to100,00to100,highNoise,241.557673427094,959,1585,15.0,11.0000008000002,,yes,43,26.0170347003155,959,1585,241.5,242.0,253.0,242.0,253.0,242.0,253.0
18,2,23,00to100,00to100,highNoise,253.045027488267,4038,5529,36.0,11.0000011000002,,yes,43,31.4042322300597,4038,5529,253.0,253.5,264.5,253.5,264.5,253.5,264.5
18,2,24,00to100,00to100,highNoise,264.550299588267,849,7755,5.0,11.0000002000002,,yes,43,4.70754352030948,849,7755,264.5,265.0,276.0,265.0,276.0,265.0,276.0
18,2,25,00to100,00to100,highNoise,276.043806088267,1175,5088,17.0,11.0000003999999,,yes,43,9.93022798742138,1175,5088,276.0,276.5,287.5,276.5,287.5,276.5,287.5
18,2,26,00to100,00to100,highNoise,287.55441524944,2841,6608,16.0,11.0000012,,yes,43,18.4871368038741,2841,6608,287.5,288.0,299.0,288.0,299.0,288.0,299.0
18,2,27,00to100,00to100,highNoise,299.048029627094,1025,3780,14.0,11.0000021000001,,yes,43,11.6600529100529,1025,3780,299.0,299.5,310.5,299.5,310.5,299.5,310.5
18,2,28,00to100,00to100,highNoise,310.554297627094,124,4035,1.6,11.0000003,,yes,43,1.32143742255266,124,4035,310.5,311.0,322.0,311.0,322.0,311.0,322.0
18,2,29,00to100,00to100,highNoise,322.051951688267,779,5961,,11.0000156999999,,no answer,43,5.61935916792484,779,5961,322.0,322.5,333.5,322.5,333.5,322.5,333.5
18,2,30,00to100,00to100,highNoise,333.560223988267,962,1636,7.0,11.0000005000002,77.0,yes,43,25.2848410757946,962,1636,333.5,334.0,345.0,334.0,345.0,334.0,345.0
18,2,31,00to100,00to100,highNoise,345.045885888267,98,9898,3.6,11.0000008000002,,yes,43,0.425742574257426,98,9898,345.0,345.5,356.5,345.5,356.5,345.5,356.5
18,2,32,00to100,00to100,highNoise,356.550208027094,3836,4851,38.0,11.0000003999999,,yes,43,34.002886002886,3836,4851,356.5,357.0,368.0,357.0,368.0,357.0,368.0
18,2,33,00to100,00to100,highNoise,368.042619682401,7175,7243,37.0,11.0000006,,yes,43,42.5962998757421,7175,7243,368.0,368.5,379.5,368.5,379.5,368.5,379.5
18,2,34,00to100,00to100,highNoise,379.543459927094,1165,2596,25.0,11.0000014000002,,yes,43,19.2969953775039,1165,2596,379.5,380.0,391.0,380.0,391.0,380.0,391.0
18,2,35,00to100,00to100,highNoise,391.054863538827,1265,7478,24.0,11.0000005000002,,yes,43,7.27400374431666,1265,7478,391.0,391.5,402.5,391.5,402.5,391.5,402.5
18,2,36,00to100,00to100,highNoise,402.55026116592,5283,9970,22.0,11.0000008000002,,yes,43,22.7852557673019,5283,9970,402.5,403.0,414.0,403.0,414.0,403.0,414.0
18,2,37,00to100,00to100,highNoise,414.04364364944,2898,7060,1.0,11.0000002000002,115.0,yes,43,17.6507082152974,2898,7060,414.0,414.5,425.5,414.5,425.5,414.5,425.5
18,2,38,00to100,00to100,highNoise,425.55008134944,4239,6519,34.0,11.0000015999999,,yes,43,27.9608835710999,4239,6519,425.5,426.0,437.0,426.0,437.0,426.0,437.0
18,2,39,00to100,00to100,highNoise,437.059607427094,4807,5647,28.0,11.0000014000002,,yes,43,36.6036833717018,4807,5647,437.0,437.5,448.5,437.5,448.5,437.5,448.5
18,2,40,00to100,00to100,highNoise,448.542885682401,6455,7249,27.0,11.0,,yes,43,38.290108980549,6455,7249,448.5,449.0,460.0,449.0,460.0,449.0,460.0
18,2,41,00to100,00to100,highNoise,460.054808427094,795,4188,20.0,11.0000012999999,,yes,43,8.16260744985673,795,4188,460.0,460.5,471.5,460.5,471.5,460.5,471.5
18,2,42,00to100,00to100,highNoise,471.549477355307,7754,8522,36.0,11.0000009,,yes,43,39.1248533208167,7754,8522,471.5,472.0,483.0,472.0,483.0,472.0,483.0
18,2,43,00to100,00to100,highNoise,483.060230827094,3101,5639,25.0,11.0000005000002,,yes,43,23.6465685405214,3101,5639,483.0,483.5,494.5,483.5,494.5,483.5,494.5
18,2,44,00to100,00to100,highNoise,494.547095127094,154,3195,10.0,11.0000015999999,110.0,yes,43,2.07261345852895,154,3195,494.5,495.0,506.0,495.0,506.0,495.0,506.0
18,2,45,00to100,00to100,highNoise,506.049476088267,419,4706,4.2,11.0000008000002,,yes,43,3.82851678708032,419,4706,506.0,506.5,517.5,506.5,517.5,506.5,517.5
18,2,46,00to100,00to100,highNoise,517.556816504747,2772,4872,18.0,11.0000014000002,,yes,43,24.4655172413793,2772,4872,517.5,518.0,529.0,518.0,529.0,518.0,529.0
18,2,47,00to100,00to100,highNoise,529.047718727094,342,1087,12.0,11.0,,yes,43,13.5289788408464,342,1087,529.0,529.5,540.5,529.5,540.5,529.5,540.5
18,2,48,00to100,00to100,highNoise,540.561437888267,6015,8980,32.0,11.0000008000002,,yes,43,28.8023385300668,6015,8980,540.5,541.0,552.0,541.0,552.0,541.0,552.0
18,2,49,00to100,00to100,highNoise,552.058822227094,2334,8049,20.0,11.0000003,,yes,43,12.4688781215058,2334,8049,552.0,552.5,563.5,552.5,563.5,552.5,563.5
18,2,50,00to100,00to100,highNoise,563.552344527094,2099,2403,28.0,11.0000006999999,,yes,43,37.5601331668747,2099,2403,563.5,564.0,575.0,564.0,575.0,564.0,575.0
18,3,1,50to100,00to100,lowNoise,0.0724495882668634,81,100,11.0000010000003,30.0,330.0,yes,43,34.83,81,100,0.0,0.5,11.5,0.5,11.5,0.5,11.5
18,3,2,50to100,00to100,lowNoise,11.5620095494405,75,100,11.0000012,28.0,,yes,43,32.25,75,100,11.5,12.0,23.0,12.0,23.0,12.0,23.0
18,3,3,50to100,00to100,lowNoise,23.0606314882671,83,100,11.0000153000001,32.0,,yes,43,35.69,83,100,23.0,23.5,34.5,23.5,34.5,23.5,34.5
18,3,4,50to100,00to100,lowNoise,34.5883581882667,69,100,11.0000003,28.0,,yes,43,29.67,69,100,34.5,35.0,46.0,35.0,46.0,35.0,46.0
18,3,5,50to100,00to100,lowNoise,46.0568900882668,51,100,11.0000010000003,20.0,,yes,43,21.93,51,100,46.0,46.5,57.5,46.5,57.5,46.5,57.5
18,3,6,50to100,00to100,lowNoise,57.5581819494405,67,100,11.0000012,25.0,,yes,43,28.81,67,100,57.5,58.0,69.0,58.0,69.0,58.0,69.0
18,3,7,50to100,00to100,lowNoise,69.0433365882668,61,100,11.0000015000001,25.0,,yes,43,26.23,61,100,69.0,69.5,80.5,69.5,80.5,69.5,80.5
18,3,8,50to100,00to100,lowNoise,80.5472932882667,91,100,11.0000016000004,36.0,,yes,43,39.13,91,100,80.5,81.0,92.0,81.0,92.0,81.0,92.0
18,3,9,50to100,00to100,lowNoise,92.0530062494404,63,100,11.0000016000004,24.3,,yes,43,27.09,63,100,92.0,92.5,103.5,92.5,103.5,92.5,103.5
18,3,10,50to100,00to100,lowNoise,103.555077127094,93,100,11.0000019000004,36.4,,yes,43,39.99,93,100,103.5,104.0,115.0,104.0,115.0,104.0,115.0
18,3,11,50to100,00to100,lowNoise,115.059123688267,77,100,11.0000005000002,29.0,,yes,43,33.11,77,100,115.0,115.5,126.5,115.5,126.5,115.5,126.5
18,3,12,50to100,00to100,lowNoise,126.550425094134,53,100,11.0000337000001,20.5,,yes,43,22.79,53,100,126.5,127.0,138.0,127.0,138.0,127.0,138.0
18,3,13,50to100,00to100,lowNoise,138.051549427094,59,100,11.0000012,25.5,,yes,43,25.37,59,100,138.0,138.5,149.5,138.5,149.5,138.5,149.5
18,3,14,50to100,00to100,lowNoise,149.558730849441,73,100,11.0000020000002,28.4,,yes,43,31.39,73,100,149.5,150.0,161.0,150.0,161.0,150.0,161.0
18,3,15,50to100,00to100,lowNoise,161.050058388267,97,100,11.0000017000002,38.0,,yes,43,41.71,97,100,161.0,161.5,172.5,161.5,172.5,161.5,172.5
18,3,16,50to100,00to100,lowNoise,172.548135588267,71,100,11.0000008000002,28.4,,yes,43,30.53,71,100,172.5,173.0,184.0,173.0,184.0,173.0,184.0
18,3,17,50to100,00to100,lowNoise,184.052652888267,87,100,11.0000008000002,33.0,,yes,43,37.41,87,100,184.0,184.5,195.5,184.5,195.5,184.5,195.5
18,3,18,50to100,00to100,lowNoise,195.55665054944,65,100,11.0000006,26.0,,yes,43,27.95,65,100,195.5,196.0,207.0,196.0,207.0,196.0,207.0
18,3,19,50to100,00to100,lowNoise,207.043848688267,89,100,11.0000016000004,36.7,,yes,43,38.27,89,100,207.0,207.5,218.5,207.5,218.5,207.5,218.5
18,3,20,50to100,00to100,lowNoise,218.527758265921,85,100,11.0000009,32.5,,yes,43,36.55,85,100,218.5,219.0,230.0,219.0,230.0,219.0,230.0
18,3,21,50to100,00to100,lowNoise,230.060697110614,55,100,11.0000017000002,21.5,,yes,43,23.65,55,100,230.0,230.5,241.5,230.5,241.5,230.5,241.5
18,3,22,50to100,00to100,lowNoise,241.551701888267,79,100,11.0000013000003,33.5,,yes,43,33.97,79,100,241.5,242.0,253.0,242.0,253.0,242.0,253.0
18,3,23,50to100,00to100,lowNoise,253.053976688267,57,100,11.0,21.5,,yes,43,24.51,57,100,253.0,253.5,264.5,253.5,264.5,253.5,264.5
18,3,24,50to100,00to100,lowNoise,264.546391665921,99,100,11.0000007000003,42.5,,yes,43,42.57,99,100,264.5,265.0,276.0,265.0,276.0,265.0,276.0
18,3,25,50to100,00to100,lowNoise,276.049415088267,95,100,11.0000018000001,42.5,,yes,43,40.85,95,100,276.0,276.5,287.5,276.5,287.5,276.5,287.5
18,4,1,00to050,00to100,lowNoise,0.0545291882667698,9,100,4.0,11.0000003,,yes,43,3.87,9,100,0.0,0.5,11.5,0.5,11.5,0.5,11.5
18,4,2,00to050,00to100,lowNoise,11.5439204882668,29,100,12.5,11.0000008000002,,yes,43,12.47,29,100,11.5,12.0,23.0,12.0,23.0,12.0,23.0
18,4,3,00to050,00to100,lowNoise,23.0426588882669,39,100,16.4,11.0,,yes,43,16.77,39,100,23.0,23.5,34.5,23.5,34.5,23.5,34.5
18,4,4,00to050,00to100,lowNoise,34.5524320882669,33,100,12.9,11.0000038000003,,yes,43,14.19,33,100,34.5,35.0,46.0,35.0,46.0,35.0,46.0
18,4,5,00to050,00to100,lowNoise,46.055796627094,7,100,4.0,11.0000008000002,,yes,43,3.01,7,100,46.0,46.5,57.5,46.5,57.5,46.5,57.5
18,4,6,00to050,00to100,lowNoise,57.5528326882668,31,100,12.2,11.0000015000001,,yes,43,13.33,31,100,57.5,58.0,69.0,58.0,69.0,58.0,69.0
18,4,7,00to050,00to100,lowNoise,69.0544901882668,41,100,16.3,11.0,,yes,43,17.63,41,100,69.0,69.5,80.5,69.5,80.5,69.5,80.5
18,4,8,00to050,00to100,lowNoise,80.5424600494403,43,100,16.9,11.0000021000001,,yes,43,18.49,43,100,80.5,81.0,92.0,81.0,92.0,81.0,92.0
18,4,9,00to050,00to100,lowNoise,92.0436522882669,3,100,2.0,11.0000001000003,,yes,43,1.29,3,100,92.0,92.5,103.5,92.5,103.5,92.5,103.5
18,4,10,00to050,00to100,lowNoise,103.558129088267,19,100,8.27,11.0000006,,yes,43,8.17,19,100,103.5,104.0,115.0,104.0,115.0,104.0,115.0
18,4,11,00to050,00to100,lowNoise,115.048292327094,37,100,14.1,11.0000014000002,,yes,43,15.91,37,100,115.0,115.5,126.5,115.5,126.5,115.5,126.5
18,4,12,00to050,00to100,lowNoise,126.550615388267,15,100,5.2,11.0000016000004,,yes,43,6.45,15,100,126.5,127.0,138.0,127.0,138.0,127.0,138.0
18,4,13,00to050,00to100,lowNoise,138.060188588267,49,100,22.5,11.0000005000002,,yes,43,21.07,49,100,138.0,138.5,149.5,138.5,149.5,138.5,149.5
18,4,14,00to050,00to100,lowNoise,149.553173249441,21,100,8.3,11.0000007000003,,yes,43,9.03,21,100,149.5,150.0,161.0,150.0,161.0,150.0,161.0
18,4,15,00to050,00to100,lowNoise,161.047246888267,11,100,4.35,11.0000011000002,,yes,43,4.73,11,100,161.0,161.5,172.5,161.5,172.5,161.5,172.5
18,4,16,00to050,00to100,lowNoise,172.560702927094,47,100,17.1,11.0000015000001,,yes,43,20.21,47,100,172.5,173.0,184.0,173.0,184.0,173.0,184.0
18,4,17,00to050,00to100,lowNoise,184.045783527094,25,100,9.5,11.0000020000002,,yes,43,10.75,25,100,184.0,184.5,195.5,184.5,195.5,184.5,195.5
18,4,18,00to050,00to100,lowNoise,195.543120743574,35,100,13.5,11.0000015000001,,yes,43,15.05,35,100,195.5,196.0,207.0,196.0,207.0,196.0,207.0
18,4,19,00to050,00to100,lowNoise,207.05610184944,27,100,9.21,11.0000003,,yes,43,11.61,27,100,207.0,207.5,218.5,207.5,218.5,207.5,218.5
18,4,20,00to050,00to100,lowNoise,218.544242488267,13,100,4.0,11.0000018000001,,yes,43,5.59,13,100,218.5,219.0,230.0,219.0,230.0,219.0,230.0
18,4,21,00to050,00to100,lowNoise,230.051034388267,5,100,2.1,11.0000001000003,,yes,43,2.15,5,100,230.0,230.5,241.5,230.5,241.5,230.5,241.5
18,4,22,00to050,00to100,lowNoise,241.54748344944,17,100,4.0,11.0000008000002,,yes,43,7.31,17,100,241.5,242.0,253.0,242.0,253.0,242.0,253.0
18,4,23,00to050,00to100,lowNoise,253.052911088267,23,100,8.9,11.0000005000002,,yes,43,9.89,23,100,253.0,253.5,264.5,253.5,264.5,253.5,264.5
18,4,24,00to050,00to100,lowNoise,264.547921088267,1,100,0.43,11.0000003,,yes,43,0.43,1,100,264.5,265.0,276.0,265.0,276.0,265.0,276.0
18,4,25,00to050,00to100,lowNoise,276.043484604747,45,100,17.5,11.0000002000002,,yes,43,19.35,45,100,276.0,276.5,287.5,276.5,287.5,276.5,287.5
18,5,1,50to100,00to100,highNoise,0.0568951494401517,4038,5529,35.0,11.0000010999997,,yes,43,31.4042322300597,4038,5529,0.0,0.5,11.5,0.5,11.5,0.5,11.5
18,5,2,50to100,00to100,highNoise,11.5603451882666,5283,9970,22.0,11.0000016999998,,yes,43,22.7852557673019,5283,9970,11.5,12.0,23.0,12.0,23.0,12.0,23.0
18,5,3,50to100,00to100,highNoise,23.0503168047467,4983,9772,22.0,11.0000022999998,,yes,43,21.9268317642243,4983,9772,23.0,23.5,34.5,23.5,34.5,23.5,34.5
18,5,4,50to100,00to100,highNoise,34.5549277494401,4807,5647,30.0,11.0000009999999,,yes,43,36.6036833717018,4807,5647,34.5,35.0,46.0,35.0,46.0,35.0,46.0
18,5,5,50to100,00to100,highNoise,46.0533525494402,6015,8980,28.0,11.0000009,,yes,43,28.8023385300668,6015,8980,46.0,46.5,57.5,46.5,57.5,46.5,57.5
18,5,6,50to100,00to100,highNoise,57.5551469882666,6210,7476,32.0,11.0000006999999,,yes,43,35.7182985553772,6210,7476,57.5,58.0,69.0,58.0,69.0,58.0,69.0
18,5,7,50to100,00to100,highNoise,69.0524019494401,3101,5639,22.0,11.0000009999999,,yes,43,23.6465685405214,3101,5639,69.0,69.5,80.5,69.5,80.5,69.5,80.5
18,5,8,50to100,00to100,highNoise,80.5562242882665,4239,6519,28.0,11.0000002000002,,yes,43,27.9608835710999,4239,6519,80.5,81.0,92.0,81.0,92.0,81.0,92.0
18,5,9,50to100,00to100,highNoise,92.0472783882665,4248,4482,34.0,11.0000000999999,3454.0,yes,43,40.7550200803213,4248,4482,92.0,92.5,103.5,92.5,103.5,92.5,103.5
18,5,10,50to100,00to100,highNoise,103.547943088266,5329,6577,35.0,11.0000018000001,,yes,43,34.840656834423,5329,6577,103.5,104.0,115.0,104.0,115.0,104.0,115.0
18,5,11,50to100,00to100,highNoise,115.054290088266,1869,2716,9.0,11.0000015000001,,yes,43,29.590206185567,1869,2716,115.0,115.5,126.5,115.5,126.5,115.5,126.5
18,5,12,50to100,00to100,highNoise,126.554105888267,6455,7249,25.0,11.0000006,,yes,43,38.290108980549,6455,7249,126.5,127.0,138.0,127.0,138.0,127.0,138.0
18,5,13,50to100,00to100,highNoise,138.061695588267,6442,9076,22.0,11.0000000999999,,yes,43,30.5207139709123,6442,9076,138.0,138.5,149.5,138.5,149.5,138.5,149.5
18,5,14,50to100,00to100,highNoise,149.55959374944,7379,7608,35.0,11.0000003,,yes,43,41.7057045215563,7379,7608,149.5,150.0,161.0,150.0,161.0,150.0,161.0
18,5,15,50to100,00to100,highNoise,161.043530788267,7754,8522,3.0,11.0000012,,yes,43,39.1248533208167,7754,8522,161.0,161.5,172.5,161.5,172.5,161.5,172.5
18,5,16,50to100,00to100,highNoise,172.560061888267,3944,4241,17.0,11.0,,yes,43,39.9886819146428,3944,4241,172.5,173.0,184.0,173.0,184.0,173.0,184.0
18,5,17,50to100,00to100,highNoise,184.0566666824,2772,4872,22.0,11.0000008000002,,yes,43,24.4655172413793,2772,4872,184.0,184.5,195.5,184.5,195.5,184.5,195.5
18,5,18,50to100,00to100,highNoise,195.55685466592,2099,2403,30.0,11.0000009,,yes,43,37.5601331668747,2099,2403,195.5,196.0,207.0,196.0,207.0,196.0,207.0
18,5,19,50to100,00to100,highNoise,207.05079206592,3836,4851,34.0,11.0000018999999,,yes,43,34.002886002886,3836,4851,207.0,207.5,218.5,207.5,218.5,207.5,218.5
18,5,20,50to100,00to100,highNoise,218.549021988267,962,1636,5.0,11.0000012999999,,yes,43,25.2848410757946,962,1636,218.5,219.0,230.0,219.0,230.0,219.0,230.0
18,5,21,50to100,00to100,highNoise,230.052130788267,5316,8435,23.0,11.0000009,,yes,43,27.0999407231772,5316,8435,230.0,230.5,241.5,230.5,241.5,230.5,241.5
18,5,22,50to100,00to100,highNoise,241.556684088267,7175,7243,36.0,11.0000012,,yes,43,42.5962998757421,7175,7243,241.5,242.0,253.0,242.0,253.0,242.0,253.0
18,5,23,50to100,00to100,highNoise,253.061130588267,2173,2817,32.0,11.0,,yes,43,33.1696840610579,2173,2817,253.0,253.5,264.5,253.5,264.5,253.5,264.5
18,5,24,50to100,00to100,highNoise,264.55024324944,959,1585,22.0,11.0000006999999,,yes,43,26.0170347003155,959,1585,264.5,265.0,276.0,265.0,276.0,265.0,276.0
18,5,25,50to100,00to100,highNoise,276.043813127093,6281,8371,30.0,11.0,,yes,43,32.2641261498029,6281,8371,276.0,276.5,287.5,276.5,287.5,276.5,287.5
18,6,1,00to050,00to100,highNoise,0.0561332882666647,3712,7901,20.0,11.0,,yes,43,20.2019997468675,3712,7901,0.0,0.5,11.5,0.5,11.5,0.5,11.5
18,6,2,00to050,00to100,highNoise,11.5532895494403,2841,6608,18.0,11.0000017000002,,yes,43,18.4871368038741,2841,6608,11.5,12.0,23.0,12.0,23.0,12.0,23.0
18,6,3,00to050,00to100,highNoise,23.0579815494402,501,7119,4.0,11.0000012999999,,yes,43,3.02612726506532,501,7119,23.0,23.5,34.5,23.5,34.5,23.5,34.5
18,6,4,00to050,00to100,highNoise,34.5437798270937,2718,7340,20.0,11.0,,yes,43,15.9228882833787,2718,7340,34.5,35.0,46.0,35.0,46.0,35.0,46.0
18,6,5,00to050,00to100,highNoise,46.0608476882667,3072,9295,12.0,11.0000015999999,,yes,43,14.2115115653577,3072,9295,46.0,46.5,57.5,46.5,57.5,46.5,57.5
18,6,6,00to050,00to100,highNoise,57.5591999882668,419,4706,4.3,11.0000018999999,,yes,43,3.82851678708032,419,4706,57.5,58.0,69.0,58.0,69.0,58.0,69.0
18,6,7,00to050,00to100,highNoise,69.0581576882669,967,1968,4.3,11.0000000999999,,yes,43,21.1285569105691,967,1968,69.0,69.5,80.5,69.5,80.5,69.5,80.5
18,6,8,00to050,00to100,highNoise,80.5427366270937,98,9898,0.43,11.0000014000002,,yes,43,0.425742574257426,98,9898,80.5,81.0,92.0,81.0,92.0,81.0,92.0
18,6,9,00to050,00to100,highNoise,92.0563140659206,1265,7478,2.8,11.0000018000001,,yes,43,7.27400374431666,1265,7478,92.0,92.5,103.5,92.5,103.5,92.5,103.5
18,6,10,00to050,00to100,highNoise,103.558602688267,1175,3016,12.5,11.0000018999999,,yes,43,16.7523209549072,1175,3016,103.5,104.0,115.0,104.0,115.0,104.0,115.0
18,6,11,00to050,00to100,highNoise,115.060413588267,738,2958,8.5,11.0000008000002,,yes,43,10.7281947261663,738,2958,115.0,115.5,126.5,115.5,126.5,115.5,126.5
18,6,12,00to050,00to100,highNoise,126.550306227094,342,1087,12.5,11.0000005000002,,yes,43,13.5289788408464,342,1087,126.5,127.0,138.0,127.0,138.0,127.0,138.0
18,6,13,00to050,00to100,highNoise,138.058583888267,849,7755,4.3,11.0000009,,yes,43,4.70754352030948,849,7755,138.0,138.5,149.5,138.5,149.5,138.5,149.5
18,6,14,00to050,00to100,highNoise,149.555400588267,488,1380,13.0,11.0000008000002,,yes,43,15.2057971014493,488,1380,149.5,150.0,161.0,150.0,161.0,150.0,161.0
18,6,15,00to050,00to100,highNoise,161.049625527094,867,4114,20.1,11.0000012999999,,yes,43,9.06198347107438,867,4114,161.0,161.5,172.5,161.5,172.5,161.5,172.5
18,6,16,00to050,00to100,highNoise,172.558124388267,2898,7060,17.0,11.0000005000002,,yes,43,17.6507082152974,2898,7060,172.5,173.0,184.0,173.0,184.0,173.0,184.0
18,6,17,00to050,00to100,highNoise,184.05360854944,154,3195,4.3,11.0000015000001,,yes,43,2.07261345852895,154,3195,184.0,184.5,195.5,184.5,195.5,184.5,195.5
18,6,18,00to050,00to100,highNoise,195.555347188267,795,4188,20.2,11.0000018999999,,yes,43,8.16260744985673,795,4188,195.5,196.0,207.0,196.0,207.0,196.0,207.0
18,6,19,00to050,00to100,highNoise,207.052819288267,2334,8049,16.0,11.0000009,,yes,43,12.4688781215058,2334,8049,207.0,207.5,218.5,207.5,218.5,207.5,218.5
18,6,20,00to050,00to100,highNoise,218.561497927094,836,5605,28.0,11.0000021000001,,yes,43,6.4135593220339,836,5605,218.5,219.0,230.0,219.0,230.0,219.0,230.0
18,6,21,00to050,00to100,highNoise,230.050492588267,779,5961,10.0,11.0000002000002,,yes,43,5.61935916792484,779,5961,230.0,230.5,241.5,230.5,241.5,230.5,241.5
18,6,22,00to050,00to100,highNoise,241.54284594944,1025,3780,13.0,11.0000005000002,,yes,43,11.6600529100529,1025,3780,241.5,242.0,253.0,242.0,253.0,242.0,253.0
18,6,23,00to050,00to100,highNoise,253.052436327094,1165,2596,19.0,11.0000003,,yes,43,19.2969953775039,1165,2596,253.0,253.5,264.5,253.5,264.5,253.5,264.5
18,6,24,00to050,00to100,highNoise,264.558538688267,124,4035,5.0,11.0000021999999,,yes,43,1.32143742255266,124,4035,264.5,265.0,276.0,265.0,276.0,265.0,276.0
18,6,25,00to050,00to100,highNoise,276.058547904747,1175,5088,16.0,11.0000017000002,,yes,43,9.93022798742138,1175,5088,276.0,276.5,287.5,276.5,287.5,276.5,287.5
11,1,1,00to100,00to100,lowNoise,0.138468992511662,77,100,32.0,11.0000007000001,,yes,43,33.11,77,100,0.0,0.5,11.5,0.5,11.5,0.5,11.5
11,1,2,00to100,00to100,lowNoise,11.6644221925117,9,100,4.0,11.0000006,,yes,43,3.87,9,100,11.5,12.0,23.0,12.0,23.0,12.0,23.0
11,1,3,00to100,00to100,lowNoise,23.0594606925117,97,100,42.0,11.0000018000001,,yes,43,41.71,97,100,23.0,23.5,34.5,23.5,34.5,23.5,34.5
11,1,4,00to100,00to100,lowNoise,34.5507769532603,83,100,35.0,11.0000007000001,,yes,43,35.69,83,100,34.5,35.0,46.0,35.0,46.0,35.0,46.0
11,1,5,00to100,00to100,lowNoise,46.0636119925116,63,100,26.0,11.0000001000001,,yes,43,27.09,63,100,46.0,46.5,57.5,46.5,57.5,46.5,57.5
11,1,6,00to100,00to100,lowNoise,57.5601052925117,25,100,11.0,11.0000008000002,,yes,43,10.75,25,100,57.5,58.0,69.0,58.0,69.0,58.0,69.0
11,1,7,00to100,00to100,lowNoise,69.0455914925117,7,100,4.0,11.0000002000002,,yes,43,3.01,7,100,69.0,69.5,80.5,69.5,80.5,69.5,80.5
11,1,8,00to100,00to100,lowNoise,80.5500320925116,27,100,12.0,11.0000004000001,,yes,43,11.61,27,100,80.5,81.0,92.0,81.0,92.0,81.0,92.0
11,1,9,00to100,00to100,lowNoise,92.0490401925117,73,100,30.0,11.0000011000002,,yes,43,31.39,73,100,92.0,92.5,103.5,92.5,103.5,92.5,103.5
11,1,10,00to100,00to100,lowNoise,103.54950925326,31,100,13.0,11.0000001000001,,yes,43,13.33,31,100,103.5,104.0,115.0,104.0,115.0,104.0,115.0
11,1,11,00to100,00to100,lowNoise,115.043560792512,33,100,14.0,11.0000019000001,,yes,43,14.19,33,100,115.0,115.5,126.5,115.5,126.5,115.5,126.5
11,1,12,00to100,00to100,lowNoise,126.542464131763,17,100,8.0,11.0000005000002,,yes,43,7.31,17,100,126.5,127.0,138.0,127.0,138.0,127.0,138.0
11,1,13,00to100,00to100,lowNoise,138.046685831763,1,100,4.0,11.0000002000002,,yes,43,0.43,1,100,138.0,138.5,149.5,138.5,149.5,138.5,149.5
11,1,14,00to100,00to100,lowNoise,149.558668714009,5,100,2.0,11.0000004000001,,yes,43,2.15,5,100,149.5,150.0,161.0,150.0,161.0,150.0,161.0
11,1,15,00to100,00to100,lowNoise,161.058858992512,47,100,2.0,11.0000002000002,221.0,yes,43,20.21,47,100,161.0,161.5,172.5,161.5,172.5,161.5,172.5
11,1,16,00to100,00to100,lowNoise,172.548890214009,49,100,21.0,11.0000022000002,,yes,43,21.07,49,100,172.5,173.0,184.0,173.0,184.0,173.0,184.0
11,1,17,00to100,00to100,lowNoise,184.058663892512,61,100,26.0,11.0000022000002,,yes,43,26.23,61,100,184.0,184.5,195.5,184.5,195.5,184.5,195.5
11,1,18,00to100,00to100,lowNoise,195.54335945326,93,100,40.0,11.0000006,,yes,43,39.99,93,100,195.5,196.0,207.0,196.0,207.0,196.0,207.0
11,1,19,00to100,00to100,lowNoise,207.057859492512,15,100,7.0,11.0000008000002,,yes,43,6.45,15,100,207.0,207.5,218.5,207.5,218.5,207.5,218.5
11,1,20,00to100,00to100,lowNoise,218.542386871014,19,100,8.0,11.0000013000001,,yes,43,8.17,19,100,218.5,219.0,230.0,219.0,230.0,219.0,230.0
